Bedroom,Bathroom,Floor,Parking,Property Face,Build Year,Area Covered,Road Access,Build Up Area,Posted Date,Price,District,Location
5,3,2.5,2,East,2076.0,0-3-2-0 Aana,20 Feet / Gravelled,2200 Aana,4 years ago,"NPR. 2,20,00,000 Total price",Lalitpur,Imadol
0,2,,0,East,,2-2 Aana,12 Feet,N/A Aana,4 years ago,"NPR. 1,35,00,000",Kathmandu,Bafal
6,3,2.5,1,South East,2076.0,0-3-0-0 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,65,00,000 Total price",Kathmandu,Goldhunga
0,0,3.0,0,South,,4 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,40,00,000 Total price",Kathmandu,Jorpati
5,6,3.0,5,North,2074.0,0-5-3-0 Aana,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,95,00,000",Kathmandu,Banasthali
6,4,3.0,8,West,,0-6-2-0 Aana,32 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,50,00,000 Total price",Kathmandu,Dhapasi
6,6,3.0,1,West,2080.0,0-3-3-2 Aana,11 Feet / Concrete,N/A Aana,2 months ago,"NPR. 3,75,00,000",Kathmandu,Thulo Bharyang
2,1,1.5,1,West,2077.0,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 1,35,00,000 Total price",Lalitpur,Imadol
6,2,3.0,1,East,2007.0,11 Aana,20 Feet / Gravelled,4 Aana,4 years ago,"NPR. 1,75,00,000 Onwards",Kathmandu,Mulpani
6,3,3.0,2,North,2076.0,0-4-0-0 Aana,15 Feet / Concrete,N/A Aana,2 years ago,"NPR. 3,00,00,000",Kathmandu,Koteshwor
0,0,3.0,2,North,2016.0,0-5-1-0 Aana,13 Feet / Soil Stabilized,2300 Aana,4 years ago,"NPR. 3,30,00,000 Total price",Lalitpur,Nakkhu
0,0,,0,East,,0-3-3-0 Aana,13 Feet,N/A Aana,2 years ago,"NPR. 1,57,00,000",Kathmandu,Mandikatar
6,3,3.0,3,West,,4 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,75,00,000 Total price",Kathmandu,Samakhusi
2,1,1.5,1,East,2076.0,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,10,00,000 Total price",Lalitpur,Tikathali
4,3,2.5,2,North West,2076.0,0-3-2-0 Aana,13 Feet / Gravelled,1195 Aana,4 years ago,"NPR. 1,90,00,000 Total price",Lalitpur,Imadol
4,3,,0,North West,,5.5 Aana,16 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 3,25,00,000",Kathmandu,Basundhara
5,3,2.5,1,West,2076.0,0-3-2-0 Aana,20 Feet / Gravelled,2100 Aana,4 years ago,"NPR. 2,20,00,000 Total price",Lalitpur,Imadol
6,3,3.0,1,South West,2076.0,0-3-0-1 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 1,85,00,000 N/A",Kathmandu,Kageshwari-Manohara
10,0,3.0,0,North,,5 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,20,00,000",Kathmandu,Budhanilkantha
7,3,3.0,0,South East,,0-4-2-0 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,45,00,000 Total price",Kathmandu,Tokha
11,7,3.5,1,South,,0-12-2-0 Aana,12 Feet / Concrete,N/A Aana,5 days ago,"NPR. 11,00,00,000",Kathmandu,Chabahil
0,0,,0,North,,10 Sq. Feet,15 Feet,N/A Sq. Feet,4 years ago,"NPR. 2,50,00,000 Total price",Kathmandu,Goldhunga
10,3,3.0,1,South,,0-3-3-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,20,00,000 Total price",Lalitpur,Imadol
5,3,2.5,1,South West,2077.0,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 2,50,00,000 Total price",Lalitpur,Imadol
0,0,,0,North,,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,30,00,000 Total price",Kathmandu,Goldhunga
0,0,,0,South,,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 75,00,000 Total price",Bhaktapur,Duwakot
0,0,3.5,0,North,2070.0,0-4-2-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,55,00,000 Total price",Kathmandu,Bafal
0,0,4.0,0,South,,5.1 Aana,0 Feet,N/A Aana,4 years ago,"NPR. 6,00,00,000 Total price",Kathmandu,Balkhu
6,5,2.5,1,South East,2080.0,0-6-0-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 4,95,00,000 Total Price",Kathmandu,Budhanilkantha
42,0,,0,South,,7 Aana,22 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 14,25,00,000",Kathmandu,Budhanilkantha
3,1,1.0,0,North,,6 Dhur,15 Feet / Soil Stabilized,N/A Dhur,4 years ago,"NPR. 64,00,000",Sunsari,Itahari
2,1,1.0,2,West,2075.0,3.2 Aana,12 Feet / Gravelled,3.1 Aana,4 years ago,"NPR. 1,28,00,000",Kathmandu,Budhanilkantha
4,3,2.5,1,East,2076.0,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,85,00,000 Total price",Lalitpur,Imadol
6,5,2.5,1,West,2080.0,0-3-1-0 Aana,13 Feet / Concrete,N/A Sq. Feet,2 months ago,"NPR. 3,15,00,000",Kathmandu,Kapan
3,1,1.0,0,North,,3 Aana,14 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,10,00,000 Total price",Lalitpur,Imadol
6,7,5.0,4,North East,2079.0,0-7-2-0 Aana,13 Feet / Gravelled,N/A Aana,8 months ago,"NPR. 7,00,00,000 Total Price",Kathmandu,Sitapaila
12,4,4.0,0,South East,,4 Aana,20 Feet,2610 Aana,4 years ago,"NPR. 2,25,00,000",Bhaktapur,Dadikot
4,0,3.0,3,East,2022.0,3 aana Aana,12 Feet / Paved,0 Aana,1 week ago,"NPR. 2,90,00,000 Onwards",Kathmandu,Kadaghari
5,4,3.0,4,South,,15 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 5,25,00,000",Kathmandu,Sukedhara
0,0,,0,North,,0-4-2-0 Aana,22 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,75,00,000 Total price",Kathmandu,Tinkune
6,3,,2,West,,0-3-0-1 Aana,16 Feet / Soil Stabilized,N/A Aana,8 months ago,"NPR. 3,00,00,000 Total Price",Kathmandu,Budhanilkantha
6,5,4.0,2,South,2077.0,0-4-2-0 Aana,12 Feet / Concrete,N/A Aana,8 months ago,"NPR. 2,75,00,000 Total Price",Kathmandu,Sitapaila
4,4,2.5,2,West,2074.0,0-3-2-1 Aana,20 Feet / Blacktopped,2009.63 Sq. Feet,2 months ago,"NPR. 3,74,00,000",Kathmandu,Sitapaila
0,0,2.5,0,North,,4 Aana,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,20,00,000",Kathmandu,Sukedhara
0,0,,0,South,,0-4-5-0 Aana,12 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,60,00,000 Total price",Lalitpur,Dhapakhel
8,0,3.0,0,South,,0-3-0-2 Aana,10 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,90,00,000 Total price",Kathmandu,Banasthali
4,0,2.0,2,East,2077.0,7 Aana,20 Feet / Paved,0 Aana,1 month ago,"NPR. 7,50,00,000",Kathmandu,Budhanilkantha
5,2,4.0,1,East,2076.0,0-4-0-0 Sq. Feet,15 Feet / Gravelled,0-4-0-0 Sq. Feet,4 years ago,"NPR. 2,00,00,000 onwards",Lalitpur,Tikathali
2,1,1.5,1,West,2077.0,0-2-3-0 Aana,13 Feet / Gravelled,700 Aana,3 years ago,"NPR. 1,13,00,000",Lalitpur,Imadol
5,6,2.0,3,North East,,7 Aana,16 Feet,N/A Aana,1 year ago,"NPR. 6,40,00,000 Total Price",Kathmandu,Dhapasi
5,0,3.0,0,South,,4 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,40,00,000 Total price",Kathmandu,Baluwatar
3,3,3.0,0,East,,3.5 Aana,12 Feet,N/A Sq. Feet,4 years ago,"NPR. 2,60,00,000",Kathmandu,Basundhara
5,5,,1,East,,0-4-2-0 Aana,16 Feet / Blacktopped,N/A Aana,8 months ago,"NPR. 3,80,00,000 Total Price",Kathmandu,Budhanilkantha
4,3,3.0,0,South East,,0-3-0-3 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,90,00,000 Total price",Lalitpur,Imadol
0,0,,0,West,,0-3-5-0 Aana,26 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,20,00,000 Total price",Kathmandu,Balaju
4,3,2.5,1,South East,,0-6-0-0 Aana,20 Feet / Blacktopped,N/A Aana,3 months ago,"NPR. 5,50,00,000 Total Price",Kathmandu,Boudha
0,0,3.0,0,South,,4 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,05,00,000 Total price",Lalitpur,Nakhipot
0,0,,0,North,,2 Kattha,6 Meter / Blacktopped,N/A Kattha,4 years ago,"NPR. 5,00,00,000 Total price",Chitwan,Bharatpur
4,5,3.0,0,South,,10 Aana,12 Feet,3700 Aana,4 years ago,"NPR. 7,00,00,000",Kathmandu,Banasthali
5,6,2.5,0,East,,0-4-2-0 Aana,16 Feet / Concrete,N/A Sq. Feet,2 weeks ago,"NPR. 4,60,00,000 Total Price",Kathmandu,Sanobharyang
0,0,,0,South,,0-14-0-0 Aana,22 Feet / Blacktopped,N/A Aana,2 years ago,"NPR. 10,50,00,000 Total",Kathmandu,Kalanki
6,4,2.5,1,West,2077.0,0-3-0-3 Aana,12 Feet / Concrete,N/A Aana,1 week ago,"NPR. 2,75,00,000 Total Price",Kathmandu,Swayambhu
0,0,,0,South,,0-10-3-2 Aana,12 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 8,00,00,000",Kathmandu,Gaushala
5,4,3.0,0,South,,5 Aana,15 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 3,20,00,000",Kathmandu,Hattigauda
10,0,3.0,0,South,,4 Aana,12 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,30,00,000",Kathmandu,Swayambhu
6,5,2.5,1,South,2080.0,0-4-0-2 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 3,70,00,000 Total Price",Kathmandu,Kapan
3,1,1.0,0,North,,0-2-2-0 Aana,4 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 75,00,000 Total price",Kathmandu,Kadaghari
5,3,2.5,1,North East,,0-6-0-0 Aana,14 Feet / Blacktopped,N/A Aana,8 months ago,"NPR. 6,00,00,000 Total Price",Kathmandu,Budhanilkantha
0,3,2.0,1,North East,2072.0,3 aana 3 paisa Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 2,90,00,000",Kathmandu,Kapan
5,3,2.5,0,South West,,4 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,90,00,000",Kathmandu,Golfutar
0,4,2.0,2,North,2080.0,5 Aana,0 Feet / Blacktopped,5 Aana,3 weeks ago,"NPR. 4,75,00,000",Kathmandu,Budhanilkantha
6,4,2.5,2,East,2076.0,0-3-2-0 Aana,13 Feet / Gravelled,2200 Sq. Feet,3 years ago,"NPR. 2,45,00,000 Total price",Kathmandu,Budhanilkantha
6,4,2.5,2,West,2077.0,0-3-1-0 Aana,13 Feet / Blacktopped,2000 Aana,3 years ago,"NPR. 2,10,00,000",Kathmandu,Kadaghari
0,0,4.0,0,West,,3 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 2,50,00,000",Kathmandu,Hadigaun
0,0,1.0,0,East,,33 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 1,15,00,000 Total price",Lalitpur,Harisiddhi
6,5,3.0,3,South East,2074.0,8 Aana,12 Feet / Gravelled,5 Aana,4 years ago,"NPR. 4,30,00,000",Kathmandu,Tokha
7,5,3.0,8,East,2059.0,15 Aana,12 Feet / Blacktopped,6 Aana,4 years ago,"NPR. 7,00,00,000",Kathmandu,Maharajgunj
5,3,2.5,1,South,2076.0,0-3-1-0 Aana,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,15,00,000 Total price",Lalitpur,Imadol
0,0,3.0,0,West,,4.1 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,60,00,000",Kathmandu,Tokha
4,4,2.5,2,East,2074.0,0-4-0-1 Aana,20 Feet / Blacktopped,2009.63 Aana,2 months ago,"NPR. 3,46,50,000",Kathmandu,Sitapaila
0,0,3.0,0,West,,0-3-2-1 Aana,15 Feet,N/A Aana,4 years ago,"NPR. 2,10,00,000 Total price",Kathmandu,Chandragiri
5,4,2.5,1,East,2076.0,0-3-2-0 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"NPR. 2,87,00,000 Total price",Lalitpur,Imadol
0,0,3.0,0,West,,0-4-0-0 Aana,18 Feet,N/A Aana,2 years ago,"NPR. 2,85,00,000",Kathmandu,Raniban
0,0,,0,South East,,2 Aana,20 Feet,N/A Aana,4 years ago,"NPR. 1,50,00,000",Kathmandu,Chandol
7,6,3.0,2,South,2075.0,5 Aana,12 Feet / Gravelled,2531 Sq. Feet,3 years ago,"NPR. 3,50,00,000 onwards",Kathmandu,Pasikot
6,4,2.5,1,East,2080.0,0-4-0-0 Aana,14 Feet / Concrete,N/A Aana,2 weeks ago,"NPR. 3,25,00,000 Total price",Kathmandu,Sitapaila
6,6,3.0,3,South,,0-4-0-2 Aana,13 Feet / Paved,1412.022 Sq. Feet,2 days ago,"NPR. 4,10,00,000 Onwards",Lalitpur,Imadol
0,0,3.0,0,West,,0-15-2-2 Aana,20 Feet,N/A Aana,4 years ago,"NPR. 8,80,00,000",Kathmandu,Sukedhara
4,0,2.0,2,East,,0-3-0-0 Aana,13 Feet / Paved,N/A Aana,2 years ago,"NPR. 2,60,00,000",Kathmandu,Halchowk
0,0,3.0,0,East,,8.3 Aana,40 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 6,60,00,000",Kathmandu,Budhanilkantha
0,0,2.0,0,South,,0-6-2-0 Aana,13 Feet / Blacktopped,950 Aana,3 years ago,"NPR. 3,50,00,000 Total price",Lalitpur,Thasikhel
4,3,2.5,1,South,2076.0,0-3-1-2 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,70,00,000 Total price",Lalitpur,Imadol
0,0,3.0,1,East,,2.5 Aana,10 Feet,N/A Aana,4 years ago,"NPR. 1,40,00,000",Kathmandu,Jorpati
6,4,2.5,1,South East,2065.0,0-4-0-0 Aana,12 Feet / Concrete,2394 Aana,4 years ago,"NPR. 3,25,00,000 Total price",Kathmandu,Sukedhara
5,4,3.0,2,West,2078.0,0-4-1-0 Aana,13 Feet / Gravelled,2400 Sq. Feet,1 year ago,"NPR. 4,25,00,000 Total price",Kathmandu,Budhanilkantha
0,0,,0,West,,3 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,45,00,000 Total price",Lalitpur,Sano Gaun
5,4,3.0,4,South West,,4 Aana,12 Feet,N/A Aana,4 years ago,"NPR. 3,70,00,000",Kathmandu,Chabahil
9,4,5.0,0,East,,3 Aana,11 Meter,N/A Aana,4 years ago,"NPR. 3,90,00,000",Kathmandu,Jorpati
0,0,,0,West,,0-3-3-0 Aana,10 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,90,00,000 Total price",Kathmandu,Kalopul
8,0,3.0,0,North,,3 Aana,20 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,55,00,000 Total price",Lalitpur,Harisiddhi
11,0,,0,West,,0-3-5-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,20,00,000 Total price",Kathmandu,Bhangal
13,0,,0,East,,16*34 Haat,20 Feet / Blacktopped,N/A Haat,4 years ago,"NPR. 2,60,00,000 Total price",Pokhara,Pokhara
6,4,2.5,1,East,2080.0,0-4-0-0 Aana,20 Feet / Concrete,N/A Aana,1 week ago,"NPR. 4,00,00,000 Total price",Kathmandu,Budhanilkantha
6,3,1.5,10,East,,13-0-0-0 Ropani,15 Feet / Gravelled,N/A Ropani,2 weeks ago,"NPR. 26,00,00,000 Total Price",Kathmandu,Tarkeshwor
3,4,2.0,2,West,2077.0,0-11-0-0 Aana,14 Feet / Concrete,N/A Aana,3 years ago,"NPR. 11,00,00,000 Total price",Kathmandu,Budhanilkantha
0,0,,0,West,,0-5-2-0 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,98,00,000 Total price",Kathmandu,Basundhara
2,1,1.0,1,South,,3 Aana,10 Feet,3 Aana,4 years ago,"NPR. 1,06,00,000",Kathmandu,Kapan
2,4,3.0,3,South,,5 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,80,00,000 Total price",Kathmandu,Basbari
2,1,1.5,1,West,2076.0,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,20,00,000 Total price",Lalitpur,Imadol
0,0,,0,North,,0-3-5-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,50,00,000 Total price",Kathmandu,Mid Baneshwor
4,4,3.0,1,East,2078.0,0-3-1-0 Aana,13 Feet / Soil Stabilized,1700 Aana,2 years ago,"NPR. 2,10,00,000 Total price",Lalitpur,Imadol
4,4,2.5,2,East,2074.0,0-3-3-2 Aana,20 Feet / Blacktopped,2009.63 Aana,2 months ago,"NPR. 3,46,50,000",Kathmandu,Sitapaila
6,3,2.5,1,South,2076.0,0-3-2-0 Aana,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,25,00,000 Total price",Lalitpur,Imadol
3,1,1.0,1,North East,2074.0,3 Aana,13 Feet / Gravelled,3 Aana,4 years ago,"NPR. 1,25,00,000",Kathmandu,Kadaghari
5,4,3.0,3,North,,0-3-0-1 Aana,16 Feet,N/A Aana,4 years ago,"NPR. 2,00,00,000",Lalitpur,Satdobato
6,4,3.0,2,East,2019.0,3 Aana,13 Feet / Gravelled,2 Aana,4 years ago,"NPR. 1,80,00,000 Onwards",Kathmandu,Golfutar
5,4,2.5,2,West,2077.0,0-3-0-0 Aana,12 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 2,10,00,000 Total price",Lalitpur,Imadol
4,5,2.5,1,East,2078.0,0-4-1-0 Aana,16 Feet / Concrete,2400 Sq. Feet,2 months ago,"NPR. 4,65,00,000",Kathmandu,Budhanilkantha
0,0,2.0,0,South East,2076.0,0-3-0-1 Aana,14 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,65,00,000 Total price",Kathmandu,Syuchatar
0,0,3.0,0,North East,2076.0,0-5-0-3 Aana,20 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,90,00,000 Total price",Kathmandu,Budhanilkantha
10,4,,0,East,,2.5 Aana,12 Feet,0 Aana,1 week ago,"NPR. 2,10,00,000 Onwards",Kathmandu,Kadaghari
7,6,4.0,2,South East,,0-8-0-0 Aana,13 Feet / Concrete,3300 Sq. Feet,1 year ago,"NPR. 5,00,00,000 Total price",Kathmandu,Gurujudhara
4,1,2.0,3,South,,10 Dhur,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,00,00,000 Total price",Jhapa,Damak
3,3,3.0,3,South,,10 Dhur,6 Meter / Blacktopped,N/A Dhur,4 years ago,"NPR. 1,35,00,000 Total price",Chitwan,Bharatpur
0,0,4.0,0,North West,,7 Aana,15 Feet,N/A Aana,4 years ago,"NPR. 3,50,00,000",Pokhara,Fulbari
4,3,2.5,1,North East,,0-5-2-1 Aana,20 Feet / Blacktopped,2350 Sq. Feet,5 months ago,"NPR. 5,40,00,000 Total Price",Kathmandu,Budhanilkantha
6,3,2.0,2,North,2072.0,3 Aana,14 Feet / Blacktopped,90.00 Aana,4 years ago,"NPR. 2,10,00,000 Onwards",Kathmandu,Sukedhara
2,1,1.0,0,North East,,0-3-0-1 Aana,12 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 1,20,00,000 Total price",Lalitpur,Imadol
6,7,,1,North East,2080.0,0-3-2-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 4,40,00,000",Kathmandu,Thulo Bharyang
18,6,,6,South,,6 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,70,00,000 Total price",Kathmandu,Sukedhara
4,5,2.5,1,East,2079.0,0-3-1-1 Aana,20 Feet / Gravelled,N/A Sq. Feet,1 month ago,"NPR. 2,20,00,000 Total Price",Kathmandu,Sitapaila
6,5,2.5,1,South,2080.0,0-4-1-2 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 3,50,00,000 Total Price",Kathmandu,Kapan
4,5,2.0,3,East,2078.0,0-5-0-0 Aana,22 Feet / Gravelled,N/A Aana,2 years ago,"NPR. 2,60,00,000",Kathmandu,Hattigauda
0,0,,0,East,,0-8-0-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,80,00,000 Total price",Kathmandu,Balaju
6,0,3.0,4,North,2042.0,0-6-2-0 Aana,10 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,25,00,000 Total price",Kathmandu,Shantinagar
6,0,,0,North,,4 Aana,12 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 1,40,00,000 Total price",Kathmandu,Tokha
10,3,3.0,0,South,,0-3-1-0 Aana,20 Feet,N/A Aana,4 years ago,"NPR. 2,20,00,000",Kathmandu,Boudha
5,4,3.0,1,South,2080.0,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,2 days ago,"NPR. 2,65,00,000 Onwards",Lalitpur,Imadol
2,2,2.0,1,West,2000.0,2.5 Aana,4 Feet / Paved,1900 Sq. Meter,1 month ago,"NPR. 1,50,00,000",Kathmandu,Samakhusi
7,5,3.0,2,East,2064.0,0-6-0-0 Aana,13 Feet / Blacktopped,2800 Aana,1 year ago,"NPR. 5,51,00,000 Total price",Kathmandu,Sinamangal
11,0,3.0,0,East,,5 Aana,15 Feet,N/A Aana,4 years ago,"NPR. 3,30,00,000",Kathmandu,Sukedhara
10,0,4.0,0,East,,3.5 Aana,20 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 1,95,00,000",Bhaktapur,Kausaltar
4,4,2.5,2,South,2074.0,0-3-2-0 Aana,20 Feet / Blacktopped,1861.67 Aana,2 months ago,"NPR. 3,57,50,000",Kathmandu,Sitapaila
5,4,2.5,1,East,2077.0,0-4-0-2 Aana,13 Feet / Gravelled,2500 Aana,3 years ago,"NPR. 2,35,00,000 Total price",Lalitpur,Imadol
4,3,2.5,1,North East,2076.0,0-3-2-0 Aana,13 Feet / Blacktopped,2148 Aana,3 years ago,"NPR. 2,20,00,000 Total price",Lalitpur,Imadol
4,3,2.5,1,East,2076.0,0-4-0-0 Aana,20 Feet / Gravelled,2500 Aana,4 years ago,"NPR. 2,15,00,000 Total price",Lalitpur,Imadol
0,0,3.5,0,West,,7 Aana,15 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,15,00,000 Total price",Bhaktapur,Changunarayan
4,5,2.5,1,South,2078.0,0-4-1-0 Aana,16 Feet / Concrete,2500 Sq. Feet,2 months ago,"NPR. 4,65,00,000",Kathmandu,Budhanilkantha
9,10,3.0,3,North,2074.0,0-4-0-0 Aana,20 Feet / Gravelled,0-2-3-0 Aana,4 years ago,"NPR. 2,00,00,000 25",Pokhara,Lekhnath
6,5,2.5,1,North East,2080.0,0-4-0-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 3,35,00,000 Total Price",Kathmandu,Kapan
0,0,,0,South East,,5 Aana,20 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,50,00,000",Pokhara,Ram Bazar
3,3,2.5,2,West,2074.0,0-4-2-3 Aana,20 Feet / Blacktopped,2326.62 Aana,2 months ago,"NPR. 3,90,50,000",Kathmandu,Sitapaila
0,0,,0,East,,0-3-2-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,15,00,000 Total price",Kathmandu,Thankot
5,3,2.5,2,East,2076.0,0-3-2-0 Aana,13 Feet / Gravelled,2000. Aana,4 years ago,"NPR. 1,95,00,000 Total price",Lalitpur,Imadol
4,4,2.0,3,South,,10 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 3,90,00,000",Kathmandu,Budhanilkantha
9,3,3.0,2,South,2064.0,0-3-0-0 Aana,13 Feet / Gravelled,0-2-0-0 Aana,3 years ago,"NPR. 2,50,00,000",Kathmandu,Budhanilkantha
4,2,1.5,1,North East,2076.0,0-3-0-0 Aana,13 Feet / Gravelled,750 Aana,4 years ago,"NPR. 1,30,00,000 Total price",Lalitpur,Imadol
7,6,,2,South West,,6.5 Aana,13 Feet,3800 Aana,2 months ago,"NPR. 7,60,00,000 Onwards",Kathmandu,Baluwatar
5,5,2.5,1,South,,0-6-0-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 6,00,00,000 Total price",Kathmandu,Baluwatar
6,3,3.0,4,South East,,6 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 3,40,00,000",Kathmandu,Budhanilkantha
0,0,2.0,0,West,,0-3-2-2 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,25,00,000 Total price",Kathmandu,Banasthali
0,0,,0,West,,3 Aana,10 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 70,00,000 Total price",Kathmandu,Kavresthali
3,2,2.5,1,South,,0-3-0-1 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,10,00,000 Total price",Lalitpur,Gwarko
0,0,3.5,0,East,2075.0,0-6-0-3 Aana,14 Feet / Blacktopped,5000 Sq. Feet,2 years ago,"NPR. 8,00,00,000 Total",Kathmandu,Buddhanagar
6,3,3.0,0,North East,,6 Aana,12 Feet,N/A Aana,4 years ago,"NPR. 5,15,00,000",Kathmandu,Baluwatar
0,0,2.0,3,East,2080.0,5 Aana,13 Feet / Blacktopped,5 Aana,3 weeks ago,"NPR. 4,75,00,000",Kathmandu,Budhanilkantha
0,3,2.0,4,East,2080.0,5 aana Aana,13 Feet / Gravelled,5 Aana,3 weeks ago,"NPR. 4,75,00,000",Kathmandu,Budhanilkantha
2,1,,0,West,,4 Aana,15 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 1,30,00,000",Kathmandu,Tokha
5,2,3.0,2,North,,0-3-1-1 Aana,0 Feet,N/A Aana,4 years ago,"NPR. 2,55,00,000",Kathmandu,Samakhusi
0,0,2.5,1,North,2076.0,0-5-0-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,00,00,000 Total price",Kathmandu,Sanobharyang
0,0,0.0,1,North,,0-3-0-0 Sq. Feet,13 Feet / Gravelled,0-2-2-0 Sq. Feet,4 years ago,"NPR. 1,60,00,000",Lalitpur,Tikathali
4,1,,0,North,2074.0,1 Kattha,14 Feet / Soil Stabilized,N/A Kattha,4 years ago,"NPR. 36,50,000 Total price",Bardiya,Guleriya
0,0,,0,South,,9 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,95,00,000 Total price",Kathmandu,Budhanilkantha
12,4,4.0,5,North,,0-4-0-2 Aana,0 Feet,N/A Aana,4 years ago,"NPR. 4,50,00,000",Kathmandu,Balaju
5,3,3.0,0,South,,3.5 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,65,00,000 Total price",Lalitpur,Imadol
