Bedroom,Bathroom,Floor,Parking,Property Face,Build Year,Area Covered,Road Access,Build Up Area,Posted Date,Price,District,Location
6,5,,2,East,2023.0,4 Aana,13 Feet,2150 Sq. Feet,3 weeks ago,"NPR. 3,25,00,000 Onwards",Kathmandu,Sitapaila
0,0,3.0,0,South East,,6 Aana,10 Feet,N/A Aana,4 years ago,"NPR. 3,00,00,000",Kathmandu,Lazimpat
0,0,,0,North,,4 Aana,16 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,25,00,000 Total price",Kathmandu,Kadaghari
4,4,3.0,1,North,2078.0,0-3-0-0 Aana,13 Feet / Gravelled,1700 Aana,2 years ago,"NPR. 2,10,00,000 Total price",Lalitpur,Imadol
0,0,3.0,0,East,,6 Aana,12 Feet,N/A Aana,4 years ago,"NPR. 3,00,00,000",Kathmandu,Basundhara
5,3,3.0,0,North,2076.0,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,95,00,000 Total price",Lalitpur,Imadol
0,0,,0,North,,0-3-0-3 Aana,12 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,15,00,000 Total price",Bhaktapur,Dadikot
4,4,2.5,2,West,2074.0,0-3-2-2 Aana,20 Feet / Blacktopped,2009.63 Aana,2 months ago,"NPR. 3,46,50,000",Kathmandu,Sitapaila
2,1,1.0,0,West,,0-3-1-0 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 85,00,000 Total price",Kathmandu,Gurujudhara
6,4,,1,West,2080.0,0-5-3-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 4,20,00,000",Kathmandu,Sanobharyang
0,0,,0,East,,0-3-0-0 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,70,00,000 Total price",Kathmandu,Tarkeshwor
3,4,2.5,2,East,2074.0,0-3-0-3 Aana,20 Feet / Blacktopped,1916.52 Aana,2 months ago,"NPR. 3,41,00,000",Kathmandu,Sitapaila
0,0,4.0,0,East,,7 Aana,20 Feet,N/A Aana,4 years ago,"NPR. 3,30,00,000",Kathmandu,Boudha
2,1,1.0,2,North,,0-3-2-0 Aana,14 Feet / Paved,1198.033 Sq. Feet,2 days ago,"NPR. 1,95,00,000 Onwards",Kathmandu,Budhanilkantha
7,3,3.0,1,North,2080.0,0-3-0-2 Aana,0 Feet,N/A Aana,5 days ago,"NPR. 2,90,00,000 Onwards",Lalitpur,Imadol
6,4,4.0,3,North,,0-3-0-1 Aana,10 Feet,N/A Aana,4 years ago,"NPR. 2,25,00,000",Kathmandu,Samakhusi
4,4,2.5,2,East,2074.0,0-3-2-3 Aana,20 Feet / Blacktopped,2009.63 Sq. Feet,2 months ago,"NPR. 3,46,50,000",Kathmandu,Sitapaila
9,3,3.0,0,South West,,3 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,65,00,000",Kathmandu,Jorpati
5,4,3.0,1,East,2075.0,0-4-1-1 Aana,13 Feet,973 Aana,5 years ago,"NPR. 2,55,00,000",Kathmandu,Sitapaila
7,4,3.5,1,West,2076.0,0-3-0-0 Aana,20 Feet / Gravelled,3500 Aana,4 years ago,"NPR. 1,90,00,000 Total price",Bhaktapur,Sipadol
0,0,2.0,0,North,,16 Dhur,15 Feet / Blacktopped,N/A Dhur,4 years ago,"NPR. 1,25,00,000",Dharan,Dharan
4,3,2.5,1,North East,2076.0,0-3-2-0 Aana,20 Feet / Gravelled,750 Aana,4 years ago,"NPR. 1,95,00,000 Total price",Lalitpur,Imadol
5,5,2.5,2,South,2079.0,5.75 Aana,15 Feet / Blacktopped,2600 Aana,1 year ago,"NPR. 4,95,00,000 Total Price",Kathmandu,Budhanilkantha
0,0,,0,South,,0-4-2-0 Aana,12 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,90,00,000 Total price",Kathmandu,Thapagaun
0,0,,0,South,,8 Aana,15 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 4,50,00,000 Total price",Kathmandu,Budhanilkantha
2,1,1.0,0,South,,6 Dhur,6 Meter / Blacktopped,N/A Dhur,4 years ago,"NPR. 50,00,000 Total price",Chitwan,Bharatpur
2,1,1.0,1,North East,,0-4-0-0 Aana,18 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 1,50,00,000 Total price",Kathmandu,Thali
5,4,3.0,1,North,2080.0,0-3-0-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 3,15,00,000",Kathmandu,Thulo Bharyang
7,0,,0,South,,3 Aana,12 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,55,00,000",Kathmandu,Balambu
5,3,,1,South,2080.0,0-2-2-3 Aana,18 Feet / Blacktopped,N/A Aana,1 month ago,"NPR. 2,50,00,000 Total Price",Kathmandu,Kapan
11,0,2.0,0,West,,5 Aana,15 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,20,00,000 Total price",Kathmandu,Kadaghari
0,0,,0,East,,0-2-3-0 Aana,10 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 95,00,000 Total price",Kathmandu,Naikap
0,0,,0,East,,0-2-3-0 Aana,10 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,90,00,000 Total price",Kathmandu,Dhumbarahi
4,4,2.5,2,West,2074.0,0-3-3-2 Aana,20 Feet / Blacktopped,2009.63 Sq. Feet,2 months ago,"NPR. 3,46,50,000",Kathmandu,Sitapaila
0,4,3.0,2,South East,2069.0,4.1 aana Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 3,80,00,000",Kathmandu,Boudha
4,3,2.5,0,North,2076.0,0-3-2-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,60,00,000 Total price",Kathmandu,Gongabu
7,3,2.5,2,West,2067.0,0-4-1-1 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,00,00,000 Total price",Kathmandu,Makalbari
3,3,3.0,1,South East,,0-3-0-3 Aana,18 Feet,N/A Aana,4 years ago,"NPR. 2,00,00,000 Onwards",Lalitpur,Harisiddhi
2,1,1.0,1,West,2078.0,4 anna 2 paisa Aana,26 Feet / Gravelled,0 Aana,2 months ago,"NPR. 1,95,00,000 Onwards",Kathmandu,Tarkeshwor
0,0,,0,West,,5 Dhur,52 Feet / Blacktopped,N/A Dhur,4 years ago,"NPR. 80,00,000 Total price",Dharan,Dharan
10,4,3.5,1,West,,0-3-0-2 Aana,13 Feet / Blacktopped,N/A Aana,1 week ago,"NPR. 2,10,00,000 Total Price",Kathmandu,Kapan
0,0,,0,South,,0-5-3-0 Aana,20 Feet,N/A Aana,4 years ago,"NPR. 2,80,00,000 Total price",Lalitpur,Harisiddhi
5,3,2.5,1,North,2076.0,0-3-1-2 Aana,13 Feet / Blacktopped,1968 Aana,1 month ago,"NPR. 2,70,00,000 Total Price",Kathmandu,Samakhusi
6,5,2.0,3,West,,0-4-0-2 Aana,13 Feet / Gravelled,1412.022 Sq. Feet,1 week ago,"NPR. 3,80,00,000 Onwards",Kathmandu,Budhanilkantha
8,6,3.0,4,South,,0-4-1-2 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 3,25,00,000",Kathmandu,Dhumbarahi
7,0,3.0,2,East,2019.0,4.5 Aana,13 Feet / Blacktopped,3.5 Aana,4 years ago,"NPR. 2,75,00,000 Onwards",Kathmandu,Ekatabasti
4,2,1.5,1,North West,2074.0,0-5-0-0 Aana,13 Feet / Soil Stabilized,1350 Aana,2 years ago,"NPR. 1,65,00,000 Total price",Kathmandu,Budhanilkantha
2,1,1.5,1,South,2076.0,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,25,00,000 Total price",Lalitpur,Tikathali
7,3,3.0,1,West,,0-7-3-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,35,00,000 Total price",Kathmandu,Shantinagar
4,4,3.0,2,East,2075.0,0-4-0-1 Aana,13 Feet / Gravelled,2500 Aana,4 years ago,"NPR. 1,90,00,000",Lalitpur,Thaiba
2,2,1.0,1,South West,2076.0,3.1 ana Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,40,00,000",Kathmandu,Mandikatar
4,4,4.0,1,West,2079.0,0-3-3-0 Aana,13 Feet / Gravelled,N/A Aana,8 months ago,"NPR. 2,25,00,000 Total Price",Kathmandu,Sitapaila
0,0,,1,South East,,0-2-2-0 Aana,12 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,35,00,000 Total price",Kathmandu,Dharmasthali
5,6,3.0,3,East,2077.0,0-6-0-0 Aana,26 Feet / Blacktopped,2800 Aana,3 years ago,"NPR. 4,50,00,000",Kathmandu,Budhanilkantha
2,1,2.0,0,West,,3 Aana,5 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 65,00,000 Total price",Lalitpur,Imadol
4,5,2.5,2,South East,2080.0,0-8-1-0 Aana,20 Feet / Blacktopped,3246 Sq. Feet,2 months ago,"NPR. 6,41,50,000",Kathmandu,Budhanilkantha
0,0,,0,South,,3 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 1,75,00,000 Total price",Lalitpur,Imadol
4,4,2.5,2,North,2074.0,0-3-2-3 Sq. Feet,20 Feet / Blacktopped,2009.63 Sq. Feet,2 months ago,"NPR. 3,46,50,000",Kathmandu,Sitapaila
0,0,,0,South,,20 Aana,16 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,00,00,000",Kathmandu,Syuchatar
4,2,1.5,1,South,2072.0,0-4-3-0 Aana,18 Feet / Concrete,151 Aana,4 years ago,"NPR. 1,65,00,000 Total price",Kathmandu,Syuchatar
11,4,3.0,2,East,2077.0,0-4-1-0 Aana,13 Feet / Blacktopped,2600 Aana,3 years ago,"NPR. 2,65,00,000",Kathmandu,Kapan
3,2,2.0,0,South West,,3.1 Aana,24 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,90,00,000",Kathmandu,Sukedhara
6,4,,2,East,,0-4-1-0 Aana,16 Feet / Soil Stabilized,N/A Aana,8 months ago,"NPR. 3,55,00,000 Total Price",Kathmandu,Budhanilkantha
3,3,3.0,2,South,2076.0,0-3-1-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,85,00,000 Total price",Lalitpur,Imadol
4,3,3.0,1,South,2074.0,0-4-2-0 Sq. Feet,26 Feet / Paved,2856 Sq. Feet,4 years ago,"NPR. 3,25,00,000 onwards",Kathmandu,Bhangal
4,3,2.0,0,South,,3.1 Aana,15 Feet / Gravelled,3 Aana,4 years ago,"NPR. 2,30,00,000 Onwards",Kathmandu,Basundhara
4,4,3.0,1,South,2078.0,0-8-0-0 Aana,20 Feet / Concrete,N/A Sq. Feet,2 years ago,"NPR. 4,50,00,000 TOTAL PRICE",Kathmandu,Budhanilkantha
0,0,,0,South,,4 Aana,15 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,80,00,000 Total price",Kathmandu,Budhanilkantha
0,4,3.0,2,West,2079.0,9 Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 6,50,00,000",Kathmandu,Kapan
6,6,3.0,2,South West,,8 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,50,00,000",Kathmandu,Basundhara
4,4,2.0,4,East,2019.0,0-4-0-0 / 322 Aana,14 Feet / Paved,0-4-0-0 / 322 Aana,4 years ago,"NPR. 2,00,00,000 Onwards",Makwanpur,Hetauda
2,1,1.0,4,East,2074.0,3.5 Aana,20 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,42,00,000",Lalitpur,Imadol
10,0,3.0,0,South,,4.2 Aana,6 Meter,N/A Aana,4 years ago,"NPR. 3,45,00,000",Kathmandu,Samakhusi
0,0,,0,West,,5 Dhur,15 Feet / Gravelled,N/A Dhur,4 years ago,"NPR. 85,00,000 Total price",Dharan,Dharan
6,4,3.0,3,West,,7.5 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 5,30,00,000",Kathmandu,Tokha
11,0,3.0,0,North,,0-4-0-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,55,00,000 Total price",Kathmandu,Kapan
0,0,,0,North East,,0-3-1-0 Aana,16 Feet / Blacktopped,N/A Sq. Feet,4 years ago,"NPR. 2,15,00,000 Total price",Kathmandu,Kapan
3,3,3.5,0,East,2080.0,0-3-1-2 Aana,20 Feet / Concrete,N/A Sq. Feet,2 weeks ago,"NPR. 2,30,00,000 Total Price",Kathmandu,Ramkot
4,4,2.5,2,South East,2074.0,0-3-3-0 Aana,20 Feet / Blacktopped,1744.78 Aana,2 months ago,"NPR. 3,57,50,000",Kathmandu,Sitapaila
6,3,3.0,1,North East,2018.0,3.2 Aana,0 Feet,792 Aana,4 years ago,"NPR. 1,90,00,000",Kathmandu,Kavresthali
6,3,2.5,1,South,2076.0,0-3-1-0 Aana,12 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 1,95,00,000 Total price",Lalitpur,Imadol
5,3,2.5,1,South East,2076.0,0-3-0-2 Aana,13 Feet / Gravelled,1700 Aana,4 years ago,"NPR. 1,75,00,000 Total price",Lalitpur,Imadol
4,4,2.5,2,East,2074.0,0-3-2-0 Aana,20 Feet / Blacktopped,2009.63 Aana,2 months ago,"NPR. 3,46,50,000",Kathmandu,Sitapaila
10,6,3.5,7,North East,,1-8-0-0 Aana,16 Feet / Blacktopped,N/A Aana,3 months ago,"NPR. 14,00,00,000 Total Price",Kathmandu,Budhanilkantha
7,0,,0,East,,3 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 1,70,00,000",Kathmandu,Kapan
5,6,2.5,2,West,2077.0,0-5-0-0 Aana,14 Feet / Concrete,N/A Aana,3 years ago,"NPR. 4,60,00,000",Kathmandu,Budhanilkantha
6,4,2.5,1,South,2080.0,0-4-1-3 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 2,95,00,000 Total Price",Kathmandu,Kapan
4,3,3.0,0,South,,0-2-2-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,50,00,000 Total price",Lalitpur,Imadol
10,0,,3,South,,7 Aana,10 Feet,N/A Aana,4 years ago,"NPR. 3,80,00,000",Kathmandu,Dhumbarahi
0,0,4.0,0,South West,,5 Aana,10 Feet,N/A Aana,4 years ago,"NPR. 2,55,00,000",Bhaktapur,Lokanthali
0,0,,0,West,,3 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,50,00,000",Kathmandu,Kapan
5,6,2.5,1,South,,0-4-0-0 Aana,32 Feet / Blacktopped,2950 Aana,4 weeks ago,"NPR. 5,25,00,000 Total Price",Kathmandu,Ravi Bhawan
6,4,2.5,1,South,2076.0,0-3-0-2 Aana,16 Feet / Gravelled,1700 Aana,4 years ago,"NPR. 1,75,00,000 Total price",Lalitpur,Imadol
0,0,3.0,0,West,,5.5 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 2,50,00,000",Kathmandu,Manamaiju
7,3,,0,West,,4 Aana,10 Feet,N/A Aana,4 years ago,"NPR. 80,00,000 Total price",Kathmandu,Tarkeshwor
4,3,2.0,2,East,2073.0,0-3-2-0 Aana,4 Meter / Soil Stabilized,0-3-2-0 Aana,4 years ago,"NPR. 2,45,00,000 total",Kathmandu,Chandol
5,2,3.0,0,South,,5 Aana,14 Feet,N/A Aana,4 years ago,"NPR. 3,90,00,000",Kathmandu,Basundhara
4,4,2.5,2,North,2074.0,0-3-3-3 Aana,20 Feet / Blacktopped,2009.63 Aana,2 months ago,"NPR. 3,41,00,000",Kathmandu,Sitapaila
3,2,2.0,1,North,2070.0,0-3-0-0 Aana,13 Feet / Paved,N/A Sq. Feet,1 month ago,"NPR. 2,00,00,000 Total Price",Kathmandu,Kadaghari
5,4,3.0,1,South East,2073.0,0-4-3-1 Aana,13 Feet / Blacktopped,2450 Aana,4 years ago,"NPR. 2,85,00,000 Total price",Lalitpur,Bhaisepati
5,4,3.0,3,East,,4 Aana,13 Feet,N/A Sq. Feet,4 years ago,"NPR. 1,92,00,000",Kathmandu,Budhanilkantha
8,8,3.5,2,West,2077.0,0-8-0-0 Aana,13 Feet / Concrete,N/A Aana,2 weeks ago,"NPR. 4,40,00,000 Total Price",Kathmandu,Ramkot
4,0,3.0,0,West,,4.5 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,65,00,000",Kathmandu,Bafal
7,4,3.5,2,South,2076.0,0-4-2-0 Aana,13 Feet / Gravelled,2700 Aana,4 years ago,"NPR. 2,20,00,000 Total price",Lalitpur,Imadol
0,0,3.0,0,West,,3.85 Aana,20 Feet,N/A Aana,4 years ago,"NPR. 4,35,00,000",Kathmandu,Hattisar
5,5,2.5,2,North,,0-8-0-0 Aana,13 Feet / Blacktopped,3000 Sq. Feet,8 months ago,"NPR. 7,50,00,000 Total Price",Kathmandu,Budhanilkantha
0,0,3.0,0,South East,,0-5-2-0 Aana,12 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,50,00,000 Total price",Lalitpur,Bhaisepati
3,3,2.0,1,South West,,0-5-2-0 Aana,0 Feet,N/A Aana,4 years ago,"NPR. 2,50,00,000",Lalitpur,Harisiddhi
7,4,3.0,0,South West,,3.3 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 2,25,00,000",Lalitpur,Imadol
7,3,,1,South West,,0-3-2-0 Aana,20 Feet / Soil Stabilized,N/A Aana,10 months ago,"NPR. 2,90,00,000 Total Price",Kathmandu,Gothatar
2,1,1.0,0,North,,18*35 Sq. Feet,16 Feet / Gravelled,N/A Sq. Feet,4 years ago,"NPR. 1,35,00,000 Total price",Pokhara,Pokhara
2,1,1.0,0,North,,0-3-5-0 Aana,12 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 75,00,000 Total price",Kathmandu,Kapan
0,0,,0,West,,0-4-5-0 Sq. Feet,13 Feet / Gravelled,N/A Sq. Feet,4 years ago,"NPR. 1,40,00,000",Bhaktapur,Bhaktapur
8,4,4.0,0,West,,0-3-2-0 Aana,20 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,70,00,000",Kathmandu,Tokha
0,0,3.0,0,North East,,4 Aana,20 Feet,N/A Aana,4 years ago,"NPR. 3,00,00,000",Pokhara,Ram Bazar
0,0,3.0,0,South,2017.0,2.5 Aana,16 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 2,10,00,000",Kathmandu,Grande Villa
2,1,1.5,2,West,2076.0,0-2-3-0 Aana,13 Feet / Gravelled,646 Aana,4 years ago,"NPR. 1,10,00,000 Total price",Lalitpur,Tikathali
0,0,,0,West,,3 Aana,10 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 1,10,00,000 Total price",Kathmandu,Thali
4,3,,0,West,,0-3-1-2 Sq. Feet,20 Feet,1650 Sq. Feet,4 years ago,"NPR. 2,28,35,000",Kathmandu,Balkhu
7,0,2.0,0,North,,0-3-1-0 Aana,15 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,78,00,000",Kathmandu,Budhanilkantha
7,5,,1,North,,0-3-1-0 Aana,20 Feet / Blacktopped,N/A Aana,8 months ago,"NPR. 3,40,00,000 Total Price",Kathmandu,Chamati
0,0,,0,North,,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,85,00,000 Total price",Kathmandu,Kapan
16,3,3.0,0,North,,6 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,70,00,000 Total price",Bhaktapur,Lokanthali
5,5,3.0,4,East,,9 Aana,12 Feet,N/A Aana,4 years ago,"NPR. 4,50,00,000",Kathmandu,Sitapaila
6,4,3.0,2,East,,4.5 Aana,13 Feet / Blacktopped,4 Aana,4 years ago,"NPR. 2,55,00,000 Onwards",Kathmandu,Budhanilkantha
6,3,2.5,2,North,2076.0,0-3-2-0 Aana,13 Feet / Gravelled,1900 Aana,4 years ago,"NPR. 2,00,00,000 Total price",Lalitpur,Imadol
0,3,3.0,2,East,2018.0,4.1 Aana,13 Feet / Blacktopped,3.5 Aana,4 years ago,"NPR. 2,35,00,000 Onwards",Kathmandu,Budhanilkantha
4,4,2.0,2,South West,,0-10-2-3 Aana,18 Feet / Blacktopped,1860 Aana,1 year ago,"NPR. 7,31,00,000 Total Price",Kathmandu,Sitapaila
4,3,3.0,0,East,,3.13 Aana,12 Feet,N/A Aana,4 years ago,"NPR. 2,25,00,000",Kathmandu,Mandikatar
13,5,3.5,1,North West,2060.0,0-4-0-0 Aana,12 Feet / Concrete,N/A Aana,2 months ago,"NPR. 4,40,00,000 Total Price",Kathmandu,Baneshwor
4,4,2.5,1,West,2077.0,0-3-1-1 Aana,20 Feet / Gravelled,2100 Aana,3 years ago,"NPR. 1,90,00,000 Total price",Lalitpur,Imadol
9,1,3.0,1,West,2076.0,0-6-0-0 Aana,20 Feet / Gravelled,0-3-0-0 Aana,4 years ago,"NPR. 2,15,00,000",Bhaktapur,Bhaktapur
0,0,3.5,2,East,,0-3-2-0 Aana,14 Feet / Blacktopped,N/A Aana,2 years ago,"NPR. 4,50,00,000 Total",Kathmandu,Shantinagar
7,4,3.0,0,East,,6.1 Aana,14 Feet,3400 Aana,4 years ago,"NPR. 3,80,00,000",Kathmandu,Kalanki
4,4,2.5,1,East,2075.0,0-4-0-0 Aana,13 Feet / Blacktopped,2100 Aana,4 years ago,"NPR. 2,40,00,000 Total price",Kathmandu,Sitapaila
0,0,,0,South,,1 Aana,10 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 40,00,000 Total price",Kathmandu,Kirtipur
7,3,3.0,2,South,2078.0,0-5-0-1 Aana,13 Feet / Gravelled,2600 Sq. Feet,2 years ago,"NPR. 2,95,00,000 Total price",Kathmandu,Kapan
0,0,,0,South,,3 Aana,10 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,50,00,000 Total price",Kathmandu,Kirtipur
7,2,3.0,1,West,2079.0,0-4-0-2 Aana,13 Feet / Gravelled,3500 Sq. Feet,5 days ago,"NPR. 3,80,00,000 Onwards",Kathmandu,Kadaghari
12,0,,0,North,,0-5-5-0 Aana,12 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 3,30,00,000",Kathmandu,Kirtipur
2,4,3.0,1,North,2020.0,0-3-3-0 Aana,12 Feet / Gravelled,0-3-3-0 Aana,3 years ago,"NPR. 2,15,00,000 Onwards",Lalitpur,Mahalaxmi Nagarpalika
5,2,3.0,1,South,2067.0,0-6-3-3 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,95,00,000 Total price",Kathmandu,Naikap
5,3,2.0,3,South West,,0-4-0-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"NPR. 2,85,00,000",Kathmandu,Bafal
4,3,3.0,0,South,,0-3-3-0 Aana,20 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,35,00,000 Total price",Lalitpur,Imadol
2,1,1.0,1,South West,2068.0,3.2 Aana,12 Feet / Gravelled,750 Aana,4 years ago,"NPR. 1,05,00,000 Total price",Kathmandu,Makalbari
7,3,2.0,3,East,,0-4-0-0 Aana,13 Feet / Blacktopped,1369.181 Sq. Feet,3 days ago,"NPR. 2,95,00,000 Onwards",Lalitpur,Harisiddhi
5,5,3.0,2,West,,0-6-2-0 Aana,20 Feet / Paved,N/A Sq. Feet,2 years ago,"NPR. 6,50,00,000 Total price",Kathmandu,Baluwatar
4,5,3.0,1,North,2019.0,0.3.0.0 Aana,13 Feet / Soil Stabilized,1900 Aana,4 years ago,"NPR. 1,80,00,000 Onwards",Lalitpur,Nakkhu
5,3,2.0,1,South East,2079.0,0-3-1-0 Aana,14 Feet / Concrete,N/A Aana,2 weeks ago,"NPR. 2,50,00,000 Total Price",Kathmandu,Bafal
4,3,2.5,1,South,2076.0,0-3-0-0 Aana,13 Feet / Gravelled,650 Aana,4 years ago,"NPR. 1,80,00,000 Total price",Lalitpur,Imadol
6,0,,0,North,,0-2-3-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,25,00,000 Total price",Kathmandu,Kadaghari
6,5,2.5,3,South East,,0-5-0-0 Aana,20 Feet / Blacktopped,N/A Aana,1 week ago,"NPR. 4,60,00,000 Total Price",Kathmandu,Budhanilkantha
0,0,,0,East,,0-3-3-0 Aana,0 Feet,N/A Aana,4 years ago,"NPR. 2,95,00,000",Kathmandu,Kalimati
5,3,2.0,9,North,2068.0,13-0-0-0 Ropani,20 Feet / Paved,73945.989 Sq. Feet,2 weeks ago,"NPR. 26,00,00,000 Onwards",Kathmandu,Tarkeshwor
6,4,3.0,1,East,2075.0,0-4-2-0 Aana,13 Feet / Concrete,N/A Sq. Feet,5 months ago,"NPR. 3,50,00,000 Total Price (Negotiable)",Kathmandu,Kapan
0,0,,0,North,,0-3-5-0 Aana,12 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,15,00,000 Total price",Kathmandu,Kadaghari
6,5,2.5,1,East,,0-4-0-0 Aana,14 Feet / Concrete,2200 Aana,4 years ago,"NPR. 2,10,00,000 Total price",Kathmandu,Sitapaila
9,4,4.0,4,South,,0-12-3-2 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 6,30,00,000",Kathmandu,Basbari
0,3,3.0,1,East,,0.4.0.0 Aana,12 Feet,0-4.0.0 Aana,4 years ago,"NPR. 2,10,00,000 Onwards",Lalitpur,Imadol
11,2,3.0,2,South,2018.0,817 Sq. Feet,10 Feet / Gravelled,0-4-0-2 Sq. Feet,4 years ago,"NPR. 1,52,00,000 Onwards",Kavre,Dhulikhel
0,0,,0,South,,17*45 Haat,30 Feet / Gravelled,N/A Haat,4 years ago,"NPR. 1,20,00,000 Total price",Pokhara,Lekhnath
4,5,3.0,0,North,2078.0,0-4-0-2 Aana,16 Feet / Concrete,2350 Sq. Feet,2 months ago,"NPR. 4,65,00,000",Kathmandu,Budhanilkantha
3,4,2.5,1,West,,0-2-2-0 Aana,12 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,77,00,000",Lalitpur,Dhapakhel
5,4,2.5,1,West,2077.0,0-3-1-0 Aana,20 Feet / Gravelled,2000 Sq. Feet,3 years ago,"NPR. 1,80,00,000 Total price",Lalitpur,Imadol
4,3,2.5,1,North West,2076.0,0-4-0-0 Aana,10 Feet / Blacktopped,1650 Aana,4 years ago,"NPR. 1,70,00,000 Total price",Kathmandu,Kalanki
5,0,3.0,0,West,,0-4-0-0 Aana,12 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,90,00,000 Total price",Kathmandu,Kadaghari
3,3,2.5,2,West,2074.0,0-3-2-0 Aana,20 Feet / Blacktopped,1744.78 Sq. Feet,2 months ago,"NPR. 3,46,50,000",Kathmandu,Sitapaila
4,4,2.0,1,West,2076.0,0-3-2-3 Sq. Feet,20 Feet / Gravelled,710 Sq. Feet,4 years ago,"NPR. 1,95,00,000",Lalitpur,Baghdol
4,3,3.0,2,North West,2066.0,0-3-0-0 Sq. Feet,14 Feet / Blacktopped,715 Sq. Feet,2 years ago,"NPR. 2,25,00,000",Kathmandu,Jorpati
3,3,2.0,1,West,2011.0,0-8-1-3 Aana,16 Feet / Paved,1577 Aana,5 months ago,"NPR. 4,10,00,000 Total Price",Kathmandu,Chandragiri
5,3,2.5,1,West,2076.0,0-2-2-0 Aana,13 Feet / Gravelled,1400 Aana,4 years ago,"NPR. 1,50,00,000 Total price",Lalitpur,Imadol
4,3,3.0,0,East,,3.1 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,70,00,000 Total price",Kathmandu,Dhapasi
