Bedroom,Bathroom,Floor,Parking,Property Face,Build Year,Area Covered,Road Access,Build Up Area,Posted Date,Price,District,Location
0,0,2.0,0,North,2015.0,0-3-2-0 Aana,13 Feet / Blacktopped,0-3-2-0 Aana,4 years ago,15500000,Kathmandu,Gothatar
5,4,,1,East,,0-3-1-2 Aana,13 Feet,2450 Sq. Feet,1 month ago,32000000,Lalitpur,Imadol
5,4,3.0,1,South East,2080.0,0-4-0-1 Aana,13 Feet / Blacktopped,N/A Aana,1 week ago,33500000,Lalitpur,Mahalaxmisthan
0,4,3.0,2,South,2080.0,3 aana 1 paisa Aana,13 Feet / Paved,0 Aana,1 month ago,30500000,Lalitpur,Imadol
5,4,2.0,2,South West,,0-7-0-0 Aana,13 Feet / Gravelled,2396.066 Sq. Feet,1 day ago,48000000,Kathmandu,Maharajgunj
0,0,,0,West,,0-3-2-0 Aana,12 Feet,N/A Sq. Feet,2 years ago,9200000,Bhaktapur,Sudal
0,5,3.0,1,South West,2079.0,0-4-1-0 Aana,10 Feet / Gravelled,N/A Aana,1 week ago,33000000,Lalitpur,Imadol
0,0,2.5,0,East,,0-3-0-0 Aana,20 Feet / Blacktopped,N/A Sq. Feet,3 years ago,23000000,Bhaktapur,Sallaghari
5,5,3.0,1,West,,0-3-1-0 Aana,20 Feet / Blacktopped,N/A Aana,1 week ago,39500000,Lalitpur,Harisiddhi
0,4,,2,North,2020.0,4 Aana,0 Feet / Blacktopped,3.75 Aana,4 months ago,45000000,Kathmandu,Budhanilkantha
4,4,3.0,2,West,,0-4-0-0 Aana,35 Feet / Blacktopped,N/A Aana,8 months ago,57000000,Lalitpur,Bhaisepati
0,2,3.0,1,North,,3 anna 2 paisa Aana,13 Feet,0 Aana,2 months ago,33500000,Lalitpur,Imadol
0,0,,0,North East,,0-6-0-0 Aana,0 Feet,N/A Sq. Feet,3 years ago,5550000,Bhaktapur,Nagarkot
0,0,,0,East,,0-3-2-0 Aana,13 Feet,N/A Aana,3 years ago,18500000,Bhaktapur,Lokanthali
6,2,3.0,2,North,2009.0,0-3-2-0 Aana,8 Feet / Paved,0-2-3-0 Aana,3 months ago,19999999,Kathmandu,Dhumbarahi
3,4,2.5,1,East,2073.0,0-2-3-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,25000000,Lalitpur,Imadol
4,4,2.5,1,South East,2080.0,0-3-1-0 Aana,13 Feet / Concrete,N/A Sq. Feet,2 months ago,26500000,Lalitpur,Imadol
5,3,3.0,1,East,2076.0,4 Aana,20 Feet / Blacktopped,4 Aana,5 months ago,30000000,Kathmandu,Gothatar
0,0,,0,North,,0-4-2-1.5 Aana,13 Feet / Blacktopped,N/A Sq. Feet,3 years ago,39900000,Bhaktapur,Kamalbinayak
6,3,3.0,1,East,2075.0,0-3-2-0 Aana,10 Feet / Gravelled,2150 Aana,3 years ago,19500000,Bhaktapur,Sipadol
4,3,3.0,2,South,2071.0,0-5-0-2 Aana,28 Feet / Blacktopped,2390.65 Aana,4 years ago,39500000,Bhaktapur,Balkot
5,4,3.0,1,South,2024.0,0-3-1-0 Aana,0 Feet,N/A Aana,2 weeks ago,31500000,Lalitpur,Imadol
6,5,2.0,2,East,2080.0,4 anna 2 dam Aana,13 Feet / Paved,000 Aana,3 months ago,35000000,Kathmandu,Budhanilkantha
7,4,3.5,1,North,2080.0,0-3-0-0 Aana,20 Feet / Concrete,N/A Sq. Feet,4 days ago,28000000,Lalitpur,Imadol
7,5,4.0,2,South West,2079.0,0-4-3-0 Aana,13 Feet / Gravelled,0-2-3-2} Aana,10 months ago,33000000,Bhaktapur,Dadikot
2,1,1.0,1,East,,0-3-1-2 Aana,0 Feet,N/A Aana,1 week ago,16500000,Lalitpur,Tikathali
5,3,2.0,2,South,2078.0,3 Aana,13 Feet / Gravelled,000 Aana,3 months ago,25000000,Lalitpur,Imadol
4,4,3.0,3,North West,2020.0,0-5-2-2 Aana,13 Feet / Blacktopped,2200 Aana,3 years ago,36500000,Lalitpur,Kusunti
3,1,2.0,2,West,2080.0,3 Aana,14 Feet / Paved,N/A Aana,6 months ago,12500000,Kathmandu,Chandragiri
3,2,2.5,0,North,2080.0,0-4-0-2 Aana,20 Feet / Gravelled,N/A Aana,3 months ago,37500000,Kathmandu,Sanobharyang
4,3,2.5,1,East,2075.0,0-3-2-0 Aana,13 Feet / Gravelled,2000 Aana,1 year ago,26000000,Lalitpur,Imadol
5,5,3.0,2,South,2078.0,0-9-3-0 Aana,13 Feet / Paved,4200 Aana,2 years ago,79500000,Lalitpur,Thecho
6,3,3.0,2,East,2073.0,0-5-0-0 Aana,13 Feet / Blacktopped,2300 Aana,2 years ago,28000000,Lalitpur,Dhapakhel
5,7,3.0,2,East,2076.0,22 Aana,20 Feet / Gravelled,9 Aana,3 years ago,140000000,Bhaktapur,Bode
6,5,3.0,2,South,2080.0,0-4-0-2 Aana,13 Feet / Blacktopped,N/A Aana,2 weeks ago,33500000,Lalitpur,Imadol
5,3,2.5,1,West,,0-2-2-0 Aana,13 Feet / Blacktopped,2000 Aana,1 week ago,21000000,Lalitpur,Nakkhu
0,4,3.0,1,North East,,3 aana 3 paisa Aana,13 Feet,0 Aana,1 month ago,28500000,Lalitpur,Harisiddhi
5,4,2.5,2,East,2075.0,0-3-0-1 Aana,20 Feet / Gravelled,2200 Aana,4 years ago,26000000,Lalitpur,Hattiban
0,0,,0,South,,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,2 years ago,8000000,Bhaktapur,Duwakot
0,4,2.0,1,West,2080.0,3aana 1paisa Aana,13 Feet / Gravelled,0 Aana,1 month ago,31000000,Lalitpur,Imadol
4,4,2.0,1,East,2080.0,2 aana 3 paisa 2 dam Aana,13 Feet / Gravelled,0 Aana,1 month ago,23000000,Lalitpur,Imadol
7,5,2.0,2,South East,2080.0,0-4-1-1 Aana,16 Feet,2500 Aana,1 week ago,41500000,Lalitpur,Nakhipot
5,5,2.5,2,North,,9 Aana,26 Feet / Paved,N/A Aana,1 year ago,52500000,Bhaktapur,Balkot
12,3,3.0,0,East,,0-4-0-0 Aana,13 Feet / Blacktopped,N/A Sq. Feet,3 years ago,28500000,Bhaktapur,Suryabinayak
3,4,3.0,1,South West,2022.0,0-4-1-1 Aana,20 Feet / Gravelled,0-3-0-0 Aana,3 months ago,35000000,Kathmandu,Thali
4,4,2.0,4,South East,,0-5-2-0 Aana,12 Feet / Blacktopped,1882.624 Sq. Feet,1 day ago,55000000,Kathmandu,Chundevi
5,3,3.0,1,North East,2076.0,0-4-0-0 Aana,33 Feet / Blacktopped,2200 Sq. Feet,2 years ago,20000000,Bhaktapur,Duwakot
0,0,,0,East,,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,1800000,Bhaktapur,Bhaktapur
4,2,3.0,2,West,2077.0,0-5-0-0 Aana,13 Feet / Gravelled,2500 Sq. Feet,1 year ago,27500000,Lalitpur,Lubhu
4,4,2.5,1,East,,0-4-3-0 Aana,14 Feet / Blacktopped,N/A Sq. Feet,6 months ago,52000000,Kathmandu,Baluwatar
2,1,1.5,1,East,2077.0,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,12500000,Lalitpur,Imadol
4,3,3.0,2,North West,2048.0,0-12-0-0 Aana,26 Feet / Blacktopped,2600 Aana,2 years ago,95000000,Lalitpur,Jawalakhel
5,3,3.0,3,North East,2075.0,0-6-2-0 Aana,13 Feet / Paved,N/A Aana,2 years ago,36500000,Kathmandu,Hattigauda
6,5,3.0,2,East,2080.0,0-4-0-0 Aana,14 Feet / Paved,0000 Aana,3 months ago,33500000,Kathmandu,Kapan
4,3,,1,West,2075.0,0-3-1-0 Aana,16 Feet / Blacktopped,N/A Sq. Feet,3 months ago,27500000,Kathmandu,Sitapaila
4,4,3.0,1,East,2078.0,0-3-0-0 Aana,13 Feet / Soil Stabilized,1700 Aana,2 years ago,21000000,Lalitpur,Imadol
5,4,2.5,1,North East,2080.0,0-4-1-0 Aana,16 Feet / Concrete,N/A Sq. Feet,3 months ago,58000000,Kathmandu,Thulo Bharyang
0,4,2.0,2,South East,2080.0,4 aana Aana,0 Feet,0 Aana,4 weeks ago,31500000,Lalitpur,Satdobato
7,5,3.0,1,South,2080.0,0-4-0-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,41500000,Lalitpur,Imadol
6,6,,2,South East,,6 Aana,26 Feet,4200 Aana,1 month ago,55000000,Lalitpur,Bhaisepati
3,3,2.0,2,South West,2075.0,0-5-0-0 Aana,13 Feet / Paved,2300 Sq. Feet,2 years ago,24500000,Bhaktapur,Sirutar
0,0,,0,West,,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,2 years ago,21500000,Bhaktapur,Balkot
4,3,2.5,1,South West,2070.0,0-3-2-0 Sq. Feet,13 Feet / Concrete,N/A Sq. Feet,3 months ago,28500000,Kathmandu,Swayambhu
6,5,2.0,0,West,,0-8-2-0 Aana,16 Feet / Blacktopped,2909.509 Sq. Feet,1 day ago,78500000,Kathmandu,Budhanilkantha
5,3,2.5,1,South,2080.0,0-4-2-1.80 Aana,20 Feet / Blacktopped,"1,980.28 Aana",2 months ago,39000000,Lalitpur,Sunakothi
0,0,,0,East,,0-4-0-0 Aana,10 Feet,N/A Sq. Feet,3 years ago,14500000,Bhaktapur,Bhaktapur
5,4,2.0,4,West,,0-8-0-1 Aana,13 Feet / Paved,2759.782 Sq. Feet,2 weeks ago,29000000,Lalitpur,Imadol
5,5,2.5,3,North,,0-6-0-0 Aana,16 Feet / Blacktopped,2200 Aana,1 year ago,45000000,Lalitpur,Hattiban
5,5,2.0,7,South East,,1-3-2-0 Aana,18 Feet / Blacktopped,6673.895 Sq. Feet,1 day ago,152500000,Kathmandu,Naxal
3,4,3.0,6,North,,0-5-2-2 Aana,24 Feet / Blacktopped,1925.464 Sq. Feet,1 week ago,53000000,Bhaktapur,Balkot
4,4,2.5,1,East,,0-3-0-0 Aana,13 Feet / Soil Stabilized,1927 Sq. Feet,8 months ago,24500000,Lalitpur,Imadol
2,1,1.0,1,West,2080.0,0-2-3-2 Aana,13 Feet / Paved,N/A Aana,1 week ago,16000000,Lalitpur,Tikathali
10,3,3.0,2,East,2077.0,0-3-3-0 Aana,10 Feet / Gravelled,2565.09 Aana,2 years ago,21000000,Bhaktapur,Changunarayan
0,0,3.0,3,South,,5 aana 1 paisa Aana,13 Feet / Paved,0 Aana,1 month ago,55000000,Lalitpur,Imadol
6,4,2.5,1,West,2077.0,0-3-1-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,27000000,Lalitpur,Imadol
2,1,1.0,2,North West,2077.0,3 aana 2 paisa Aana,20 Feet,0 Aana,2 months ago,17000000,Lalitpur,Lubhu
0,0,,0,West,,0-2-3-0 Aana,16 Feet,N/A Sq. Feet,2 years ago,16500000,Bhaktapur,Suryabinayak
0,4,3.0,2,South,2080.0,4 aana Aana,13 Feet / Gravelled,0 Aana,1 month ago,33500000,Lalitpur,Imadol
0,0,3.0,1,North,,4 Aana,10 Feet / Gravelled,2 Paisa,2 months ago,33000000,Lalitpur,Tikathali
0,0,,0,North West,,0-4-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,19000000,Bhaktapur,Bhaktapur
4,2,3.0,10,South East,,29 Aana,16 Feet,N/A Aana,6 months ago,175000000,Kathmandu,Sitapaila
4,3,2.5,2,North East,,0-4-0-0 Aana,20 Feet / Blacktopped,1800 Sq. Feet,6 months ago,60000000,Kathmandu,Tahachal
0,0,3.0,2,South East,,3 anna 2 paisa 2 dam Aana,13 Feet,0 Aana,2 months ago,31000000,Lalitpur,Imadol
4,4,,4,South East,,0-9-0-0 Aana,16 Feet,2900 Sq. Feet,3 months ago,87500000,Lalitpur,Bhaisepati
7,3,2.5,1,West,,0-4-2-0 Aana,16 Feet / Blacktopped,N/A Sq. Feet,3 months ago,30000000,Kathmandu,Sitapaila
4,4,3.0,2,East,2078.0,0-3-0-1 Aana,13 Feet / Gravelled,2250 Aana,2 years ago,24500000,Lalitpur,Imadol
5,4,,1,South,,0-3-0-3 Aana,11 Feet,2160 Sq. Feet,2 months ago,26500000,Lalitpur,Tikathali
9,9,4.5,3,East,,0-10-0-0 Aana,13 Feet / Blacktopped,N/A Aana,8 months ago,70000000,Lalitpur,Satdobato
0,0,3.0,2,South,2080.0,4 aana 1.5 dam Aana,13 Feet / Gravelled,0 Aana,1 month ago,39500000,Lalitpur,Imadol
0,0,2.0,2,North,2080.0,3 aana 1 paisa 2 dam Aana,0 Feet,0 Aana,1 month ago,29900000,Lalitpur,Imadol
4,3,2.5,1,South,2080.0,0-4-0-0 Aana,18 Feet / Gravelled,N/A Aana,1 month ago,26000000,Lalitpur,Dhapakhel
5,3,2.5,1,West,2080.0,0-6-2-1.80 Aana,20 Feet / Blacktopped,"2,148.49 Aana",2 months ago,49200000,Lalitpur,Sunakothi
