Bedroom,Bathroom,Floor,Parking,Property Face,Build Year,Area Covered,Road Access,Build Up Area,Posted Date,Price,District,Location
5,4,3.0,2,North,,0-4-0-0 Aana,13 Feet / Paved,N/A Aana,2 weeks ago,35000000,Lalitpur,Tikathali
0,0,4.0,0,South West,,0-5-2-1 Aana,20 Feet / Blacktopped,N/A Aana,4 months ago,60000000,Kathmandu,Kalanki
5,3,,1,North East,2069.0,4 Aana,12 Feet / Paved,N/A Aana,6 months ago,27500000,Kathmandu,Chhauni
6,4,3.0,1,South,2070.0,4 Aana,20 Feet / Gravelled,3000 Sq. Feet,3 years ago,32500000,Bhaktapur,Kausaltar
4,4,3.0,2,East,2080.0,3 Aana,13 Feet / Gravelled,0 Aana,1 month ago,27500000,Lalitpur,Imadol
2,1,1.0,2,North East,2080.0,3 aana 2 paisa Aana,13 Feet / Gravelled,0 Aana,1 month ago,18000000,Lalitpur,Tikathali
5,3,,0,North East,2080.0,3 Aana,12 Feet / Paved,N/A Aana,6 months ago,32500000,Kathmandu,Thulo Bharyang
6,5,3.0,1,South,,3-2 Aana,13 Feet,N/A Aana,1 week ago,35500000,Lalitpur,Imadol
0,0,,0,West,,0-4-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,22500000,Bhaktapur,Suryabinayak
4,4,,1,South,,3 Aana,13 Feet / Paved,N/A Aana,1 week ago,26500000,Lalitpur,Imadol
4,4,2.0,2,West,2080.0,4 Aana,20 Feet / Paved,00 Aana,3 months ago,35000000,Lalitpur,Bhaisepati
0,2,2.5,1,North West,2079.0,3 Aana,13 Feet / Paved,N/A Sq. Feet,3 months ago,34000000,Kathmandu,Thulo Bharyang
5,3,2.5,1,South,2080.0,0-5-1-1.20 Aana,20 Feet / Blacktopped,"2,148.49 Aana",2 months ago,42700000,Lalitpur,Sunakothi
0,0,,0,West,,0-4-0-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,3 years ago,17000000,Bhaktapur,Bhaktapur
3,2,2.5,2,South,2070.0,0-3-0-0 Aana,20 Feet / Paved,N/A Aana,3 years ago,19000000,Lalitpur,Thaiba
0,0,,0,East,,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,12000000,Bhaktapur,Bhaktapur
6,3,3.0,1,East,2068.0,0-5-2-0 Aana,12 Feet / Blacktopped,2764.5 Aana,3 years ago,31000000,Lalitpur,Imadol
6,5,2.0,2,East,,0-4-0-2 Aana,15 Feet / Gravelled,1412.022 Sq. Feet,1 day ago,36500000,Kathmandu,Budhanilkantha
5,5,,1,South East,2080.0,3.5 Aana,16 Feet,3000 Sq. Feet,1 month ago,45000000,Lalitpur,Sano Gaun
0,0,3.0,2,South West,2080.0,5 aana 1 paisa Aana,16 Feet / Paved,0 Aana,1 month ago,55000000,Lalitpur,Imadol
3,2,,1,South,2075.0,0-4-1-0 Aana,15 Feet,890 Aana,5 years ago,29000000,Lalitpur,Bhaisepati
4,3,2.5,1,North East,,0-4-2-3 Aana,20 Feet / Blacktopped,2200 Aana,5 months ago,51000000,Kathmandu,Budhanilkantha
3,3,3.0,1,West,,0-3-1-1 Aana,20 Feet,N/A Aana,11 months ago,20000000,Bhaktapur,Madhyapur Thimi
0,0,,0,East,,0-3-0-0 Aana,0 Feet,N/A Aana,2 years ago,11500000,Bhaktapur,Duwakot
0,0,,0,West,,0-8-0-0 Aana,13 Feet,N/A Sq. Feet,3 years ago,28500000,Bhaktapur,Sirutar
6,7,2.0,5,West,,0-4-2-0 Aana,13 Feet / Blacktopped,1540.328 Sq. Feet,2 weeks ago,41500000,Lalitpur,Khumaltar
4,3,3.0,1,South East,2022.0,0-3-0-0 Aana,20 Feet / Blacktopped,1600 Sq. Feet,2 years ago,20000000,Bhaktapur,Bhaktapur
4,3,3.0,1,South,2080.0,0-3-1-0 Aana,13 Feet / Paved,N/A Aana,1 week ago,26500000,Lalitpur,Mahalaxmisthan
5,5,2.0,3,East,,0-3-1-2 Aana,13 Feet / Gravelled,1155.300 Sq. Feet,2 weeks ago,35555555,Lalitpur,Imadol
6,6,3.0,1,North,2080.0,0-3-3-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,29000000,Lalitpur,Imadol
5,4,3.0,1,East,,0-10-0-1.84 Aana,12 Feet / Concrete,N/A Aana,10 months ago,28000000,Bhaktapur,Lokanthali
13,6,4.5,1,North,2067.0,0-4-0-0 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,35000000,Lalitpur,Imadol
0,0,,0,West,2064.0,0-2-2-0 Aana,9 Feet,N/A Sq. Feet,2 years ago,15000000,Bhaktapur,Sallaghari
5,3,3.0,1,South,,4 Aana,13 Feet,N/A Aana,9 months ago,27500000,Bhaktapur,Suryabinayak
9,5,3.0,3,East,2060.0,0-10-0-0 Aana,13 Feet / Blacktopped,0-6-0-0 Aana,3 years ago,62500000,Lalitpur,Manbhawan
5,3,2.5,1,South,2080.0,0-4-3-1.40 Aana,20 Feet / Blacktopped,"2,148.49 Aana",2 months ago,40300000,Lalitpur,Sunakothi
0,0,,0,North,,6 Aana,20 Feet / Paved,2.3 Aana,3 years ago,20000000,Bhaktapur,Suryabinayak
5,6,3.0,4,South East,,0-4-0-0 Aana,13 Feet / Paved,1369.181 Sq. Feet,1 week ago,39500000,Lalitpur,Imadol
8,5,4.0,2,South,2078.0,0-4-0-0 Aana,13 Feet / Gravelled,2600 Aana,2 years ago,33500000,Lalitpur,Imadol
2,2,2.0,1,West,,0-5-1-0 Aana,4 Feet,0-3-0-0 Aana,1 year ago,15000000,Bhaktapur,Dadikot
5,5,2.5,0,South West,2074.0,13 Aana,20 Feet / Blacktopped,N/A Sq. Feet,3 months ago,97500000,Kathmandu,Sanobharyang
0,0,2.0,2,South West,,5 aana 2 paisa Aana,20 Feet,0 Aana,1 month ago,48000000,Lalitpur,Imadol
5,4,2.0,4,South,,0-3-0-0 Aana,13 Feet / Gravelled,1026.886 Sq. Feet,1 week ago,21500000,Bhaktapur,Bhaktapur
5,4,2.5,1,East,2074.0,0-3-2-0 Aana,13 Feet / Concrete,N/A Aana,3 months ago,33000000,Kathmandu,Swayambhu
5,5,3.0,1,South,,0-3-1-0 Aana,13 Feet,N/A Aana,1 week ago,26500000,Lalitpur,Imadol
14,4,3.0,0,East,,7.1 Aana,14 Feet,N/A Aana,5 years ago,35000000,Bhaktapur,Lokanthali
0,0,,0,East,,0-3-2-0 Aana,12 Feet,N/A Sq. Feet,2 years ago,14500000,Bhaktapur,Sirutar
5,4,2.0,4,North,,0-4-0-0 Aana,13 Feet / Gravelled,1369.181 Sq. Feet,1 week ago,35000000,Bhaktapur,Bhaktapur
0,13,5.0,12,South East,2073.0,0-11-0-0 Aana,23 Feet,11000 Sq. Feet,5 years ago,110000000,Kathmandu,Pepsicola
0,0,2.0,2,South East,2080.0,4 aana 1 paisa 1 dam Aana,16 Feet / Gravelled,0 Aana,1 month ago,42500000,Lalitpur,Dholahiti
4,3,2.5,1,South,2073.0,0-3-0-0 Aana,10 Feet / Concrete,1003 Aana,3 years ago,20000000,Lalitpur,Sovahity
2,3,2.0,2,East,,8 Aana,14 Feet,N/A Aana,6 months ago,43500000,Kathmandu,Kalanki
9,5,2.0,11,East,2015.0,10-1-0-0 Aana,14 Feet / Paved,2000 Sq. Feet,3 years ago,230000001,Lalitpur,Lamatar
0,0,1.0,0,East,,0-2-3-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,3 years ago,11800000,Bhaktapur,Sipadol
0,0,,0,East,,0-4-0-0 Aana,10 Feet,N/A Sq. Feet,2 years ago,11000000,Bhaktapur,Bhaktapur
6,6,,1,North East,2080.0,0.4.1.0 Aana,13 Feet / Paved,N/A Aana,6 months ago,33000000,Kathmandu,Sitapaila
0,0,,0,West,,0-3-1-2 Aana,12 Feet,N/A Sq. Feet,3 years ago,15000000,Bhaktapur,Duwakot
0,0,,0,East,,0-8-0-0 Aana,13 Feet,N/A Aana,3 years ago,28500000,Bhaktapur,Sirutar
0,0,3.0,2,South,2080.0,3 aana 1 paisa 2 dam Aana,20 Feet / Gravelled,0 Aana,1 month ago,35500000,Lalitpur,Imadol
5,4,2.5,1,West,2080.0,0-3-0-0 Aana,13 Feet / Concrete,N/A Sq. Feet,2 months ago,28500000,Lalitpur,Imadol
0,0,,0,West,,4 Aana,14 Feet,N/A Aana,6 months ago,35000000,Kathmandu,Balambu
4,0,3.0,2,North East,2080.0,4 aana Aana,15 Feet / Gravelled,0 Aana,1 month ago,35000000,Lalitpur,Bhaisepati
0,0,,0,West,,0-3-0-0 Aana,20 Feet / Gravelled,N/A Aana,3 years ago,11000000,Bhaktapur,Suryabinayak
5,4,2.5,1,South,,0-4-0-1 Aana,10 Feet / Gravelled,N/A Aana,3 months ago,37000000,Kathmandu,Sitapaila
5,3,2.5,1,South,2080.0,0-4-1-1.80 Aana,20 Feet / Blacktopped,"1,980.28 Aana",2 months ago,36700000,Lalitpur,Sunakothi
3,3,2.0,3,East,,0-3-0-0 Aana,18 Feet / Blacktopped,1026.886 Sq. Feet,1 week ago,39500000,Lalitpur,Kupondole
0,0,,0,East,,0-4-0-0 Aana,20 Feet / Gravelled,N/A Sq. Feet,3 years ago,2600000,Bhaktapur,Changunarayan
5,4,2.0,10,East,2065.0,29 Aana,16 Feet / Blacktopped,N/A Aana,3 months ago,175000000,Kathmandu,Sitapaila
0,3,2.0,2,East,,3 aana 3 dam Aana,11 Feet,0 Aana,1 month ago,26000000,Lalitpur,Tikathali
6,5,,1,South,2080.0,0-3-0-0 Aana,13 Feet,2780 Sq. Feet,2 months ago,28000000,Lalitpur,Imadol
0,0,,0,West,,0-3-1-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,3 years ago,13000000,Bhaktapur,Suryabinayak
4,3,2.0,1,East,2080.0,2 aana 3 paisa 1 dam Aana,13 Feet / Gravelled,0 Aana,1 month ago,23000000,Lalitpur,Tikathali
8,4,3.0,1,East,2072.0,1710 Sq. Feet,13 Feet / Paved,4300 Sq. Feet,1 year ago,39800000,Bhaktapur,Madhyapur Thimi
2,1,1.0,1,South,,0-3-2-0 Aana,13 Feet,0 Aana,2 months ago,16000000,Lalitpur,Imadol
4,3,,1,East,2069.0,3.5 Aana,20 Feet,1800 Sq. Feet,1 month ago,32000000,Lalitpur,Bhaisepati
6,3,3.0,1,South,2080.0,3 Aana,13 Feet / Paved,N/A Aana,1 week ago,26000000,Lalitpur,Tikathali
7,3,3.0,1,East,2076.0,0-3-2-0 Aana,10 Feet / Gravelled,2100 Sq. Feet,4 years ago,22500000,Bhaktapur,Sipadol
0,0,,0,East,,0-4-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,10000000,Bhaktapur,Suryabinayak
4,3,,1,North East,2074.0,0-4-0-0 Aana,13 Feet,2200 Aana,2 months ago,36500000,Lalitpur,Bhaisepati
10,5,4.0,6,North East,,24 Aana,18 Feet,4 Aana,3 months ago,145000000,Kathmandu,Budhanilkantha
4,4,3.0,1,North,2078.0,0-3-0-0 Aana,13 Feet / Gravelled,2250 Aana,2 years ago,23500000,Lalitpur,Imadol
0,0,3.0,1,North East,2079.0,4 aana Aana,20 Feet / Paved,0 Aana,2 months ago,31000000,Lalitpur,Dhapakhel
6,4,,1,West,2080.0,2-3 Aana,13 Feet / Gravelled,N/A Aana,1 week ago,32000000,Lalitpur,Imadol
5,4,3.0,1,South,2080.0,0-3-1-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,29900000,Lalitpur,Imadol
0,0,,0,East,,0-3-0-0 Sq. Feet,12 Feet,N/A Sq. Feet,2 years ago,11500000,Bhaktapur,Duwakot
6,5,2.0,3,South East,,0-4-1-0 Aana,18 Feet / Gravelled,1454.755 Sq. Feet,1 day ago,38500000,Kathmandu,Budhanilkantha
4,4,,1,North,2080.0,0-4-0-2 Aana,20 Feet / Gravelled,N/A Sq. Feet,3 months ago,37500000,Kathmandu,Sano Bharyang
4,3,2.0,2,South West,2080.0,2 aana 3 paisa Aana,13 Feet / Gravelled,0 Aana,1 month ago,23500000,Lalitpur,Imadol
2,1,1.0,0,North East,2077.0,6 Aana,0 Feet / Soil Stabilized,333 Sq. Feet,2 years ago,5200000,Bhaktapur,Nagarkot
7,4,2.5,1,South,,0-3-1-0 Aana,20 Feet / Gravelled,N/A Sq. Feet,3 months ago,27000000,Lalitpur,Imadol
7,3,3.0,1,North West,2069.0,0-3-3-2 Aana,11 Feet / Blacktopped,N/A Aana,8 months ago,21500000,Bhaktapur,Suryabinayak
6,6,3.5,1,North East,2080.0,0-3-2-0 Aana,13 Feet / Concrete,N/A Sq. Feet,4 days ago,29500000,Lalitpur,Imadol
0,4,2.0,2,East,2080.0,3 aana Aana,18 Feet / Gravelled,0 Aana,1 month ago,16500000,Lalitpur,Lubhu
5,9,2.0,4,East,,0-7-0-0 Aana,14 Feet,3500 Sq. Feet,3 years ago,70000000,Bhaktapur,Balkot
5,4,3.0,1,North,2080.0,3 Aana,13 Feet / Paved,N/A Aana,1 week ago,27500000,Lalitpur,Imadol
5,3,3.0,4,North East,,0-17-0-0 Aana,20 Feet / Blacktopped,5819.018 Sq. Feet,2 weeks ago,140000000,Lalitpur,Bhaisepati
2,3,3.0,1,North East,2073.0,0-3-3-3 Aana,13 Feet / Gravelled,2300 Aana,2 years ago,27000000,Lalitpur,Imadol
5,4,,1,East,2080.0,3 aana 1 paisa Aana,20 Feet,2650 Sq. Feet,1 month ago,39500000,Lalitpur,Harisiddhi
0,0,,0,West,,0-6-0-0 Aana,18 Feet / Gravelled,N/A Sq. Feet,3 years ago,11000000,Bhaktapur,Bhaktapur
0,3,3.0,2,South,2071.0,4 Aana,13 Feet / Gravelled,0 Aana,1 month ago,22000000,Lalitpur,Imadol
0,4,3.0,2,North,2079.0,3 aana Aana,20 Feet / Gravelled,0 Aana,1 month ago,30000000,Lalitpur,Imadol
0,0,3.0,1,West,2080.0,5 aana Aana,0 Feet,0 Aana,1 month ago,47000000,Lalitpur,Imadol
0,0,,0,West,,0-3-0-0 Aana,20 Feet / Gravelled,N/A Sq. Feet,3 years ago,14000000,Bhaktapur,Kharipati
4,4,2.0,3,North,,0-2-2-0 Aana,13 Feet / Paved,855.738 Sq. Feet,4 days ago,22000000,Lalitpur,Imadol
0,0,,0,West,,0-3-2-0 Aana,13 Feet,N/A Sq. Feet,3 years ago,17500000,Bhaktapur,Suryabinayak
0,0,2.0,1,West,2021.0,6 aanaa 3 paisa Aana,13 Feet / Gravelled,N/A Aana,2 months ago,45000000,Lalitpur,Harisiddhi
6,3,3.0,3,North,2073.0,04 Aana,10 Feet / Gravelled,700 Sq. Feet,3 years ago,14500000,Bhaktapur,Duwakot
5,4,,1,North,2080.0,3 aana 1 paisa Aana,13 Feet,2150 Sq. Feet,1 month ago,32000000,Lalitpur,Imadol
7,4,,2,South East,,0-5-2-0 Aana,13 Feet,3500 Sq. Feet,4 weeks ago,53500000,Lalitpur,Imadol
6,4,2.5,3,West,2076.0,0-4-0-0 Aana,20 Feet / Concrete,N/A Aana,4 years ago,21500000,Lalitpur,Tikathali
7,4,,20,South,2000.0,2--0-0-0 Aana,13 Feet / Blacktopped,2-0-0-0 Aana,2 weeks ago,550000,Lalitpur,Bakhundol
5,3,2.0,2,South East,2080.0,0-3-0-0 Aana,13 Feet / Blacktopped,000 Aana,3 months ago,21500000,Bhaktapur,Bhaktapur
5,3,2.5,1,South,2080.0,0-4-1-1.60 Aana,20 Feet / Blacktopped,"1,949.35 Sq. Feet",2 months ago,36400000,Lalitpur,Sunakothi
6,4,3.5,2,South East,,0-5-0-0 Aana,16 Feet / Concrete,N/A Aana,1 month ago,49000000,Lalitpur,Dhapakhel
5,4,3.5,0,North West,,14.5 Aana,11 Feet / Blacktopped,N/A Aana,1 year ago,69500000,Lalitpur,Dhapakhel
4,4,,2,North,,12 Aana,0 Feet,N/A Aana,5 months ago,110000,Kathmandu,Chandol
4,5,,1,West,2080.0,4.5 Aana,13 Feet / Gravelled,N/A Aana,6 months ago,45000000,Kathmandu,Bhangal
4,3,2.0,3,South,,0-3-1-0 Aana,12 Feet / Paved,1112.459 Sq. Feet,1 week ago,26500000,Lalitpur,Imadol
4,2,2.5,3,South,,0-20-0-0 Aana,16 Feet / Blacktopped,N/A Aana,4 years ago,90000000,Lalitpur,Dhobighat
5,4,3.0,4,South,,0-3-0-2 Aana,16 Feet / Gravelled,1069.726 Sq. Feet,1 week ago,26500000,Lalitpur,Imadol
5,4,3.0,1,East,,0-3-1-0 Aana,13 Feet / Paved,N/A Aana,1 week ago,32000000,Lalitpur,Imadol
4,4,,1,South East,,4 Aana,13 Feet,2100 Sq. Feet,1 month ago,31500000,Lalitpur,Satdobato
5,3,2.0,4,East,,0-4-0-0 Aana,8 Feet / Gravelled,1369.181 Sq. Feet,1 day ago,27000000,Kathmandu,Budhanilkantha
4,4,3.0,1,East,2078.0,0-3-0-0 to 0-4-0-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,21000000,Lalitpur,Imadol
0,3,2.0,1,West,2077.0,3 aana 1 paisa Aana,13 Feet / Gravelled,0 Aana,1 month ago,20000000,Lalitpur,Lubhu
0,0,,0,South,,0-2-3-2 Aana,0 Feet,N/A Aana,3 years ago,12200000,Bhaktapur,Suryabinayak
0,0,,0,South,,0-2-3-0 Aana,0 Feet,N/A Aana,3 years ago,12200000,Bhaktapur,Suryabinayak
4,5,2.0,4,North,,0-5-5-0 Aana,13 Feet / Paved,0-5-5-0 Aana,2 weeks ago,65000000,Lalitpur,Bhaisepati
5,4,,1,North East,2080.0,0.3.0.0 Aana,13 Feet / Gravelled,2450 Aana,6 months ago,27500000,Kathmandu,Sitapaila
4,3,2.0,0,East,2077.0,0-3-0-0 Aana,20 Feet / Soil Stabilized,95 Sq. Meter,10 months ago,17500000,Bhaktapur,Bageshwori
5,4,2.0,1,South,,3-1 Aana,0 Feet / Paved,2000 Sq. Feet,1 week ago,29500000,Lalitpur,Imadol
6,3,3.0,1,East,2080.0,0-3-2-1 Aana,13 Feet / Paved,N/A Aana,2 weeks ago,22500000,Lalitpur,Tikathali
4,4,2.5,1,West,2080.0,0-3-0-0 Aana,13 Feet / Blacktopped,N/A Aana,4 weeks ago,24000000,Lalitpur,Imadol
5,3,2.5,1,East,2080.0,0-5-3-3.70 Aana,20 Feet / Blacktopped,"1,980.28 Aana",2 months ago,44800000,Lalitpur,Sunakothi
5,3,3.0,1,East,2023.0,3 Aana,10 Feet / Gravelled,2100 Sq. Feet,3 months ago,22500000,Kathmandu,Kapan
5,4,3.0,3,South,,3 Aana,13 Feet / Paved,1133.880 Sq. Feet,2 weeks ago,33500000,Lalitpur,Imadol
2,1,1.35,1,North East,2076.0,0-3-2-0 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,13000000,Lalitpur,Imadol
5,3,2.5,1,East,2080.0,0-4-3-1.20 Aana,20 Feet / Blacktopped,"1,980.28 Sq. Feet",2 months ago,39000000,Lalitpur,Sunakothi
8,7,3.5,2,East,2075.0,7.1 Aana,10 Feet,3400 Sq. Feet,5 years ago,33000000,Lalitpur,Harisiddhi
0,0,2.5,0,East,,0-3-0-0 Aana,13 Feet / Blacktopped,N/A Sq. Feet,3 years ago,15000000,Bhaktapur,Duwakot
4,4,3.0,1,North,2080.0,3 aana 2 paisa 2 dam Aana,20 Feet / Gravelled,0 Aana,1 month ago,28500000,Lalitpur,Harisiddhi
6,4,3.0,1,South,,4-2 Aana,0 Feet / Paved,2100 Sq. Feet,1 week ago,29000000,Lalitpur,Imadol
7,4,3.0,2,North,,0-4-2-0 Aana,20 Feet,820 Sq. Feet,1 year ago,31000000,Bhaktapur,Sipadol
2,1,1.0,3,West,,0-2-2-2 Aana,13 Feet / Paved,898.579 Sq. Feet,1 week ago,14500000,Lalitpur,Imadol
3,3,2.0,1,South,2079.0,3 aana 3 dam Aana,13 Feet / Paved,0 Aana,1 month ago,17500000,Lalitpur,Lamatar
5,3,3.0,1,South East,,0-3-0-1 Aana,13 Feet,N/A Aana,2 years ago,18000000,Bhaktapur,Changunarayan
12,4,,0,South,,4 Aana,20 Feet,2610 Aana,5 years ago,22500000,Bhaktapur,Dadikot
3,4,3.0,2,North,2069.0,3 Aana,10 Feet / Soil Stabilized,N/A Sq. Feet,3 years ago,19000000,Bhaktapur,Balkot
5,4,,0,South East,2080.0,3 Aana,12 Feet / Paved,N/A Aana,6 months ago,24500000,Kathmandu,Sitapaila
3,1,1.0,1,East,2019.0,4 Aana,8 Feet,N/A Aana,3 years ago,8000000,Bhaktapur,Bhaktapur
0,0,,0,East,,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,3 years ago,17000000,Bhaktapur,Balkot
4,4,3.0,1,West,,3 aana Aana,0 Feet,0 Aana,1 month ago,24000000,Lalitpur,Imadol
4,4,2.5,1,South,,0-3-0-0 Aana,13 Feet / Paved,1950 Sq. Feet,8 months ago,25500000,Lalitpur,Imadol
3,4,3.0,1,South,,0-2-3-0 Aana,13 Feet / Paved,N/A Aana,1 week ago,25000000,Lalitpur,Tikathali
5,6,3.0,4,South,,0-3-3-0 Aana,13 Feet / Gravelled,1283.607 Sq. Feet,1 week ago,35000000,Lalitpur,Imadol
5,3,2.5,1,South,2080.0,0-9-2-0.3 Aana,20 Feet / Blacktopped,"4,782.29 Sq. Feet",2 months ago,83500000,Lalitpur,Sunakothi
0,0,,0,East,,0-4-0-0 Aana,10 Feet,N/A Sq. Feet,2 years ago,11500000,Bhaktapur,Sudal
4,4,2.5,1,South,2080.0,0-2-3-0 Aana,13 Feet / Concrete,N/A Sq. Feet,2 months ago,23700000,Lalitpur,Imadol
5,4,,3,East,,9.2 aana Aana,13 Feet,N/A Aana,2 months ago,80000000,Lalitpur,Gwarko
0,0,,0,West,,0-5-0-0 Aana,12 Feet,N/A Sq. Feet,2 years ago,28000000,Bhaktapur,Lokanthali
0,0,,0,West,,0-3-2-0 Aana,20 Feet,N/A Sq. Feet,2 years ago,7500000,Bhaktapur,Bhaktapur
2,1,,1,South,,3 Aana,13 Feet,1430 Sq. Feet,1 month ago,15000000,Lalitpur,Imadol
0,3,,1,East,,5 Aana,13 Feet / Blacktopped,N/A Aana,2 months ago,31000000,Lalitpur,Bhaisepati
3,3,2.0,2,West,2080.0,0-3-0-0 Aana,13 Feet / Paved,000 Aana,3 months ago,26500000,Lalitpur,Tikathali
5,4,,4,North,,0-8-0-1 Aana,13 Feet / Paved,2759.782 Sq. Feet,2 weeks ago,33500000,Lalitpur,Imadol
5,4,,1,North,,0-3-0-0 Aana,20 Feet,2400 Aana,2 months ago,32500000,Lalitpur,Imadol
3,4,3.0,1,South West,2016.0,3 Aana,13 Feet / Blacktopped,2400 Sq. Feet,3 months ago,19900000,Kathmandu,Gokarneshwor
6,4,,1,East,2079.0,0-3.5-0-0 Aana,13 Feet / Blacktopped,2248 Sq. Feet,1 week ago,30500000,Lalitpur,Imadol
6,2,2.0,0,South,2068.0,0-2-3-0 Aana,24 Feet / Blacktopped,1800 Sq. Feet,1 year ago,24500000,Kathmandu,Kapan
8,4,4.0,1,West,,0-4-0-0 Aana,20 Feet / Soil Stabilized,N/A Aana,8 months ago,38000000,Lalitpur,Dhapakhel
