Bedroom,Bathroom,Floor,Parking,Property Face,Build Year,Area Covered,Posted Date,Price,District,Location,Road Distance,Type of Road
5,3,3.0,2,North,2066.0,1155.09,2 years ago,29500000,Kathmandu,Koteshwor,26,Blacktopped
4,5,2.5,2,South East,2080.0,2844.95,2 months ago,64300000,Kathmandu,Budhanilkantha,20,Blacktopped
6,3,2.5,2,South,2069.0,1882.37,2 years ago,32500000,Kathmandu,Basundhara,15,Gravelled
5,6,2.0,3,West,,1711.25,1 week ago,43000000,Kathmandu,Budhanilkantha,13,Gravelled
2,1,1.0,1,West,2076.0,1026.75,4 years ago,12500000,Lalitpur,Imadol,20,Gravelled
10,3,3.0,2,South,2076.0,1454.56,4 years ago,27500000,Kathmandu,Budhanilkantha,13,Blacktopped
8,0,3.0,0,West,,855.62,4 years ago,14000000,Kathmandu,Gothatar,13,Gravelled
6,3,3.5,1,South,2077.0,1048.14,3 years ago,19000000,Kathmandu,Kadaghari,13,Gravelled
4,5,2.5,1,South West,2076.0,1369.0,4 years ago,21000000,Lalitpur,Imadol,20,Gravelled
5,4,2.0,3,East,2078.0,2823.56,1 month ago,70000000,Kathmandu,Baneshwor,13,Paved
0,0,,0,East,,1197.87,4 years ago,22000000,Bhaktapur,Radhe Radhe,20,Blacktopped
4,5,2.5,2,South West,2080.0,2438.53,2 months ago,58300000,Kathmandu,Budhanilkantha,20,Blacktopped
5,4,3.0,2,South East,2076.0,1796.81,4 years ago,32000000,Kathmandu,Budhanilkantha,13,Blacktopped
7,4,2.0,1,South East,2076.0,2395.75,4 years ago,50000000,Kathmandu,Mid Baneshwor,10,Concrete
6,4,2.5,1,West,,1155.09,2 weeks ago,25000000,Kathmandu,Sitapaila,13,Gravelled
9,6,5.5,31,North,2075.0,4962.62,4 years ago,155000000,Kathmandu,Thulo Bharyang,20,Blacktopped
5,3,2.5,1,East,2076.0,1112.31,4 years ago,19500000,Lalitpur,Imadol,20,Gravelled
5,5,4.0,0,East,2070.0,1219.26,3 years ago,17000000,Lalitpur,Lubhu,13,Gravelled
4,3,2.5,1,East,,1369.0,10 months ago,39500000,Kathmandu,Budhanilkantha,16,Gravelled
4,4,2.5,1,North East,2077.0,1197.87,3 years ago,21400000,Lalitpur,Imadol,13,Gravelled
2,1,1.5,1,South,2076.0,1112.31,4 years ago,12500000,Lalitpur,Imadol,13,Gravelled
6,4,3.0,1,South,2076.0,1604.29,4 years ago,25000000,Kathmandu,Kirtipur,12,Gravelled
18,0,4.0,0,North,,1454.56,4 years ago,29000000,Kathmandu,Kapan,32,Gravelled
5,3,3.0,0,West,,1155.09,4 years ago,27000000,Lalitpur,Ekantakuna,22,Blacktopped
6,3,,1,West,,1197.87,8 months ago,26000000,Kathmandu,Ramkot,16,Concrete
5,3,2.5,2,East,2076.0,1197.87,4 years ago,22000000,Lalitpur,Imadol,20,Gravelled
6,3,2.5,1,South East,2076.0,1026.75,4 years ago,16500000,Kathmandu,Goldhunga,10,Gravelled
5,6,3.0,5,North,2074.0,1967.93,4 years ago,39500000,Kathmandu,Banasthali,20,Blacktopped
6,4,3.0,8,West,,2224.62,4 years ago,35000000,Kathmandu,Dhapasi,32,Blacktopped
6,6,3.0,1,West,2080.0,1326.21,2 months ago,37500000,Kathmandu,Thulo Bharyang,11,Concrete
2,1,1.5,1,West,2077.0,1026.75,3 years ago,13500000,Lalitpur,Imadol,13,Gravelled
6,3,3.0,2,North,2076.0,1369.0,2 years ago,30000000,Kathmandu,Koteshwor,15,Concrete
0,0,3.0,2,North,2073.0,1796.81,4 years ago,33000000,Lalitpur,Nakkhu,13,Soil Stabilized
0,0,,0,East,,1283.43,2 years ago,15700000,Kathmandu,Mandikatar,13,
2,1,1.5,1,East,2076.0,1026.75,4 years ago,11000000,Lalitpur,Tikathali,13,Gravelled
4,3,2.5,2,North West,2076.0,1197.87,4 years ago,19000000,Lalitpur,Imadol,13,Gravelled
5,3,2.5,1,West,2076.0,1197.87,4 years ago,22000000,Lalitpur,Imadol,20,Gravelled
6,3,3.0,1,South West,2076.0,1048.14,3 years ago,18500000,Kathmandu,Kageshwari-Manohara,13,Gravelled
7,3,3.0,0,South East,,1540.12,4 years ago,24500000,Kathmandu,Tokha,10,Gravelled
11,7,3.5,1,South,,4278.12,5 days ago,110000000,Kathmandu,Chabahil,12,Concrete
10,3,3.0,1,South,,1283.43,4 years ago,22000000,Lalitpur,Imadol,13,Blacktopped
5,3,2.5,1,South West,2077.0,1197.87,3 years ago,25000000,Lalitpur,Imadol,13,Gravelled
0,0,,0,North,,1197.87,4 years ago,13000000,Kathmandu,Goldhunga,13,Gravelled
0,0,,0,South,,1026.75,4 years ago,7500000,Bhaktapur,Duwakot,13,Gravelled
0,0,3.5,0,North,2070.0,1540.12,4 years ago,25500000,Kathmandu,Bafal,13,Blacktopped
6,5,2.5,1,South East,2080.0,2053.5,2 months ago,49500000,Kathmandu,Budhanilkantha,13,Concrete
4,3,2.5,1,East,2076.0,1026.75,4 years ago,18500000,Lalitpur,Imadol,13,Gravelled
6,5,2.5,1,West,2080.0,1112.31,2 months ago,31500000,Kathmandu,Kapan,13,Concrete
6,7,5.0,4,North East,2079.0,2566.87,8 months ago,70000000,Kathmandu,Sitapaila,13,Gravelled
0,0,,0,North,,1540.12,4 years ago,37500000,Kathmandu,Tinkune,22,Blacktopped
6,3,,2,West,,1048.14,8 months ago,30000000,Kathmandu,Budhanilkantha,16,Soil Stabilized
6,5,4.0,2,South,2077.0,1540.12,8 months ago,27500000,Kathmandu,Sitapaila,12,Concrete
4,4,2.5,2,West,2074.0,1219.26,2 months ago,37400000,Kathmandu,Sitapaila,20,Blacktopped
0,0,,0,South,,1796.8,4 years ago,26000000,Lalitpur,Dhapakhel,12,Blacktopped
8,0,3.0,0,South,,1069.53,4 years ago,19000000,Kathmandu,Banasthali,10,Blacktopped
5,2,4.0,1,East,2076.0,1369.0,4 years ago,20000000,Lalitpur,Tikathali,15,Gravelled
2,1,1.5,1,West,2077.0,941.18,3 years ago,11300000,Lalitpur,Imadol,13,Gravelled
5,5,,1,East,,1540.12,8 months ago,38000000,Kathmandu,Budhanilkantha,16,Blacktopped
4,3,3.0,0,South East,,1090.92,4 years ago,19000000,Lalitpur,Imadol,10,Gravelled
0,0,,0,West,,1454.55,4 years ago,12000000,Kathmandu,Balaju,26,Blacktopped
4,3,2.5,1,South East,,2053.5,3 months ago,55000000,Kathmandu,Boudha,20,Blacktopped
5,6,2.5,0,East,,1540.12,2 weeks ago,46000000,Kathmandu,Sanobharyang,16,Concrete
0,0,,0,South,,4791.5,2 years ago,105000000,Kathmandu,Kalanki,22,Blacktopped
6,4,2.5,1,West,2077.0,1090.92,1 week ago,27500000,Kathmandu,Swayambhu,12,Concrete
0,0,,0,South,,3721.96,4 years ago,80000000,Kathmandu,Gaushala,12,Blacktopped
6,5,2.5,1,South,2080.0,1411.78,2 months ago,37000000,Kathmandu,Kapan,13,Concrete
3,1,1.0,0,North,,855.62,4 years ago,7500000,Kathmandu,Kadaghari,4,Soil Stabilized
5,3,2.5,1,North East,,2053.5,8 months ago,60000000,Kathmandu,Budhanilkantha,14,Blacktopped
6,4,2.5,2,East,2076.0,1197.87,3 years ago,24500000,Kathmandu,Budhanilkantha,13,Gravelled
6,4,2.5,2,West,2077.0,1112.31,3 years ago,21000000,Kathmandu,Kadaghari,13,Blacktopped
5,3,2.5,1,South,2076.0,1112.31,4 years ago,21500000,Lalitpur,Imadol,20,Blacktopped
4,4,2.5,2,East,2074.0,1390.39,2 months ago,34650000,Kathmandu,Sitapaila,20,Blacktopped
0,0,3.0,0,West,,1219.26,4 years ago,21000000,Kathmandu,Chandragiri,15,
5,4,2.5,1,East,2076.0,1197.87,3 years ago,28700000,Lalitpur,Imadol,13,Blacktopped
0,0,3.0,0,West,,1369.0,2 years ago,28500000,Kathmandu,Raniban,18,
6,4,2.5,1,East,2080.0,1369.0,2 weeks ago,32500000,Kathmandu,Sitapaila,14,Concrete
6,6,3.0,3,South,,1411.78,2 days ago,41000000,Lalitpur,Imadol,13,Paved
0,0,3.0,0,West,,5347.65,4 years ago,88000000,Kathmandu,Sukedhara,20,
4,0,2.0,2,East,,1026.75,2 years ago,26000000,Kathmandu,Halchowk,13,Paved
0,0,2.0,0,South,,2224.62,3 years ago,35000000,Lalitpur,Thasikhel,13,Blacktopped
4,3,2.5,1,South,2076.0,1155.09,4 years ago,17000000,Lalitpur,Imadol,13,Gravelled
6,4,2.5,1,South East,2065.0,1369.0,4 years ago,32500000,Kathmandu,Sukedhara,12,Concrete
5,4,3.0,2,West,2078.0,1454.56,1 year ago,42500000,Kathmandu,Budhanilkantha,13,Gravelled
0,0,,0,West,,1283.43,4 years ago,29000000,Kathmandu,Kalopul,10,Blacktopped
11,0,,0,West,,1454.55,4 years ago,22000000,Kathmandu,Bhangal,13,Gravelled
6,4,2.5,1,East,2080.0,1369.0,1 week ago,40000000,Kathmandu,Budhanilkantha,20,Concrete
6,3,1.5,10,East,,71188.0,2 weeks ago,260000000,Kathmandu,Tarkeshwor,15,Gravelled
3,4,2.0,2,West,2077.0,3764.75,3 years ago,110000000,Kathmandu,Budhanilkantha,14,Concrete
0,0,,0,West,,1882.37,4 years ago,29800000,Kathmandu,Basundhara,15,Blacktopped
2,1,1.5,1,West,2076.0,1026.75,4 years ago,12000000,Lalitpur,Imadol,13,Gravelled
0,0,,0,North,,1454.55,4 years ago,35000000,Kathmandu,Mid Baneshwor,13,Blacktopped
4,4,3.0,1,East,2078.0,1112.31,2 years ago,21000000,Lalitpur,Imadol,13,Soil Stabilized
4,4,2.5,2,East,2074.0,1326.21,2 months ago,34650000,Kathmandu,Sitapaila,20,Blacktopped
6,3,2.5,1,South,2076.0,1197.87,4 years ago,22500000,Lalitpur,Imadol,20,Blacktopped
5,4,3.0,3,North,,1048.14,4 years ago,20000000,Lalitpur,Satdobato,16,
5,4,2.5,2,West,2077.0,1026.75,3 years ago,21000000,Lalitpur,Imadol,12,Gravelled
4,5,2.5,1,East,2078.0,1454.56,2 months ago,46500000,Kathmandu,Budhanilkantha,16,Concrete
0,0,2.0,0,South East,2076.0,1048.14,4 years ago,16500000,Kathmandu,Syuchatar,14,Blacktopped
0,0,3.0,0,North East,2076.0,1775.42,4 years ago,29000000,Kathmandu,Budhanilkantha,20,Gravelled
7,6,4.0,2,South East,,2738.0,1 year ago,50000000,Kathmandu,Gurujudhara,13,Concrete
4,3,2.5,1,North East,,1903.76,5 months ago,54000000,Kathmandu,Budhanilkantha,20,Blacktopped
2,1,1.0,0,North East,,1048.14,4 years ago,12000000,Lalitpur,Imadol,12,Soil Stabilized
6,7,,1,North East,2080.0,1197.87,2 months ago,44000000,Kathmandu,Thulo Bharyang,13,Concrete
4,5,2.5,1,East,2079.0,1133.7,1 month ago,22000000,Kathmandu,Sitapaila,20,Gravelled
6,5,2.5,1,South,2080.0,1497.34,2 months ago,35000000,Kathmandu,Kapan,13,Concrete
4,5,2.0,3,East,2078.0,1711.25,2 years ago,26000000,Kathmandu,Hattigauda,22,Gravelled
0,0,,0,East,,2738.0,4 years ago,38000000,Kathmandu,Balaju,13,Blacktopped
6,0,3.0,4,North,2042.0,2224.62,4 years ago,42500000,Kathmandu,Shantinagar,10,Blacktopped
10,3,3.0,0,South,,1112.31,4 years ago,22000000,Kathmandu,Boudha,20,
5,4,3.0,1,South,2080.0,1026.75,2 days ago,26500000,Lalitpur,Imadol,13,Gravelled
7,5,3.0,2,East,2064.0,2053.5,1 year ago,55100000,Kathmandu,Sinamangal,13,Blacktopped
4,4,2.5,2,South,2074.0,1197.87,2 months ago,35750000,Kathmandu,Sitapaila,20,Blacktopped
5,4,2.5,1,East,2077.0,1411.78,3 years ago,23500000,Lalitpur,Imadol,13,Gravelled
4,3,2.5,1,North East,2076.0,1197.87,3 years ago,22000000,Lalitpur,Imadol,13,Blacktopped
4,3,2.5,1,East,2076.0,1369.0,4 years ago,21500000,Lalitpur,Imadol,20,Gravelled
4,5,2.5,1,South,2078.0,1454.56,2 months ago,46500000,Kathmandu,Budhanilkantha,16,Concrete
6,5,2.5,1,North East,2080.0,1369.0,2 months ago,33500000,Kathmandu,Kapan,13,Concrete
3,3,2.5,2,West,2074.0,1604.29,2 months ago,39050000,Kathmandu,Sitapaila,20,Blacktopped
0,0,,0,East,,1197.87,4 years ago,11500000,Kathmandu,Thankot,13,Blacktopped
5,3,2.5,2,East,2076.0,1197.87,4 years ago,19500000,Lalitpur,Imadol,13,Gravelled
9,3,3.0,2,South,2064.0,1026.75,3 years ago,25000000,Kathmandu,Budhanilkantha,13,Gravelled
4,2,1.5,1,North East,2076.0,1026.75,4 years ago,13000000,Lalitpur,Imadol,13,Gravelled
5,5,2.5,1,South,,2053.5,4 years ago,60000000,Kathmandu,Baluwatar,13,Blacktopped
0,0,2.0,0,West,,1240.65,4 years ago,22500000,Kathmandu,Banasthali,13,Gravelled
3,2,2.5,1,South,,1048.14,4 years ago,21000000,Lalitpur,Gwarko,13,Blacktopped
0,0,3.5,0,East,2075.0,2117.67,2 years ago,80000000,Kathmandu,Buddhanagar,14,Blacktopped
5,2,3.0,2,North,,1133.7,4 years ago,25500000,Kathmandu,Samakhusi,0,
0,0,2.5,1,North,2076.0,1711.25,4 years ago,40000000,Kathmandu,Sanobharyang,13,Blacktopped
0,0,0.0,1,North,,1026.75,4 years ago,16000000,Lalitpur,Tikathali,13,Gravelled
12,4,4.0,5,North,,1411.78,4 years ago,45000000,Kathmandu,Balaju,0,
4,4,3.0,1,North,2078.0,1026.75,2 years ago,21000000,Lalitpur,Imadol,13,Gravelled
5,3,3.0,0,North,2076.0,1197.87,4 years ago,19500000,Lalitpur,Imadol,13,Gravelled
0,0,,0,North,,1090.92,4 years ago,11500000,Bhaktapur,Dadikot,12,Gravelled
4,4,2.5,2,West,2074.0,1240.65,2 months ago,34650000,Kathmandu,Sitapaila,20,Blacktopped
2,1,1.0,0,West,,1112.31,4 years ago,8500000,Kathmandu,Gurujudhara,10,Gravelled
6,4,,1,West,2080.0,1967.93,2 months ago,42000000,Kathmandu,Sanobharyang,13,Concrete
0,0,,0,East,,1026.75,4 years ago,17000000,Kathmandu,Tarkeshwor,10,Gravelled
3,4,2.5,2,East,2074.0,1090.92,2 months ago,34100000,Kathmandu,Sitapaila,20,Blacktopped
2,1,1.0,2,North,,1197.87,2 days ago,19500000,Kathmandu,Budhanilkantha,14,Paved
7,3,3.0,1,North,2080.0,1069.53,5 days ago,29000000,Lalitpur,Imadol,0,
6,4,4.0,3,North,,1048.14,4 years ago,22500000,Kathmandu,Samakhusi,10,
4,4,2.5,2,East,2074.0,1262.04,2 months ago,34650000,Kathmandu,Sitapaila,20,Blacktopped
5,4,3.0,1,East,2075.0,1475.95,5 years ago,25500000,Kathmandu,Sitapaila,13,
7,4,3.5,1,West,2076.0,1026.75,4 years ago,19000000,Bhaktapur,Sipadol,20,Gravelled
4,3,2.5,1,North East,2076.0,1197.87,4 years ago,19500000,Lalitpur,Imadol,20,Gravelled
0,0,,0,South,,1540.12,4 years ago,49000000,Kathmandu,Thapagaun,12,Blacktopped
2,1,1.0,1,North East,,1369.0,3 years ago,15000000,Kathmandu,Thali,18,Gravelled
5,4,3.0,1,North,2080.0,1026.75,2 months ago,31500000,Kathmandu,Thulo Bharyang,13,Concrete
5,3,,1,South,2080.0,919.79,1 month ago,25000000,Kathmandu,Kapan,18,Blacktopped
0,0,,0,East,,941.18,4 years ago,9500000,Kathmandu,Naikap,10,Blacktopped
0,0,,0,East,,941.18,4 years ago,19000000,Kathmandu,Dhumbarahi,10,Blacktopped
4,4,2.5,2,West,2074.0,1326.21,2 months ago,34650000,Kathmandu,Sitapaila,20,Blacktopped
4,3,2.5,0,North,2076.0,1197.87,4 years ago,26000000,Kathmandu,Gongabu,13,Blacktopped
7,3,2.5,2,West,2067.0,1475.95,4 years ago,20000000,Kathmandu,Makalbari,10,Gravelled
3,3,3.0,1,South East,,1090.92,4 years ago,20000000,Lalitpur,Harisiddhi,18,
10,4,3.5,1,West,,1069.53,1 week ago,21000000,Kathmandu,Kapan,13,Blacktopped
0,0,,0,South,,1967.93,4 years ago,28000000,Lalitpur,Harisiddhi,20,
5,3,2.5,1,North,2076.0,1155.09,1 month ago,27000000,Kathmandu,Samakhusi,13,Blacktopped
6,5,2.0,3,West,,1411.78,1 week ago,38000000,Kathmandu,Budhanilkantha,13,Gravelled
8,6,3.0,4,South,,1497.34,4 years ago,32500000,Kathmandu,Dhumbarahi,13,Gravelled
4,2,1.5,1,North West,2074.0,1711.25,2 years ago,16500000,Kathmandu,Budhanilkantha,13,Soil Stabilized
2,1,1.5,1,South,2076.0,1026.75,4 years ago,12500000,Lalitpur,Tikathali,13,Gravelled
7,3,3.0,1,West,,2652.43,4 years ago,43500000,Kathmandu,Shantinagar,13,Blacktopped
4,4,3.0,2,East,2075.0,1390.39,4 years ago,19000000,Lalitpur,Thaiba,13,Gravelled
4,4,4.0,1,West,2079.0,1283.43,8 months ago,22500000,Kathmandu,Sitapaila,13,Gravelled
0,0,,1,South East,,855.62,4 years ago,13500000,Kathmandu,Dharmasthali,12,Blacktopped
5,6,3.0,3,East,2077.0,2053.5,3 years ago,45000000,Kathmandu,Budhanilkantha,26,Blacktopped
4,5,2.5,2,South East,2080.0,2823.56,2 months ago,64150000,Kathmandu,Budhanilkantha,20,Blacktopped
4,4,2.5,2,North,2074.0,1262.04,2 months ago,34650000,Kathmandu,Sitapaila,20,Blacktopped
4,2,1.5,1,South,2072.0,1625.68,4 years ago,16500000,Kathmandu,Syuchatar,18,Concrete
11,4,3.0,2,East,2077.0,1454.56,3 years ago,26500000,Kathmandu,Kapan,13,Blacktopped
6,4,,2,East,,1454.56,8 months ago,35500000,Kathmandu,Budhanilkantha,16,Soil Stabilized
3,3,3.0,2,South,2076.0,1112.31,4 years ago,18500000,Lalitpur,Imadol,13,Gravelled
4,3,3.0,1,South,2074.0,1540.12,4 years ago,32500000,Kathmandu,Bhangal,26,Paved
4,4,3.0,1,South,2078.0,2738.0,2 years ago,45000000,Kathmandu,Budhanilkantha,20,Concrete
11,0,3.0,0,North,,1369.0,4 years ago,25500000,Kathmandu,Kapan,13,Blacktopped
0,0,,0,North East,,1112.31,4 years ago,21500000,Kathmandu,Kapan,16,Blacktopped
3,3,3.5,0,East,2080.0,1155.09,2 weeks ago,23000000,Kathmandu,Ramkot,20,Concrete
4,4,2.5,2,South East,2074.0,1283.43,2 months ago,35750000,Kathmandu,Sitapaila,20,Blacktopped
6,3,2.5,1,South,2076.0,1112.31,3 years ago,19500000,Lalitpur,Imadol,12,Gravelled
5,3,2.5,1,South East,2076.0,1069.53,4 years ago,17500000,Lalitpur,Imadol,13,Gravelled
4,4,2.5,2,East,2074.0,1197.87,2 months ago,34650000,Kathmandu,Sitapaila,20,Blacktopped
10,6,3.5,7,North East,,8214.0,3 months ago,140000000,Kathmandu,Budhanilkantha,16,Blacktopped
5,6,2.5,2,West,2077.0,1711.25,3 years ago,46000000,Kathmandu,Budhanilkantha,14,Concrete
6,4,2.5,1,South,2080.0,1518.73,2 months ago,29500000,Kathmandu,Kapan,13,Concrete
5,6,2.5,1,South,,1369.0,4 weeks ago,52500000,Kathmandu,Ravi Bhawan,32,Blacktopped
6,4,2.5,1,South,2076.0,1069.53,4 years ago,17500000,Lalitpur,Imadol,16,Gravelled
4,3,2.0,2,East,2073.0,1197.87,4 years ago,24500000,Kathmandu,Chandol,13,Soil Stabilized
4,4,2.5,2,North,2074.0,1347.6,2 months ago,34100000,Kathmandu,Sitapaila,20,Blacktopped
3,2,2.0,1,North,2070.0,1026.75,1 month ago,20000000,Kathmandu,Kadaghari,13,Paved
5,4,3.0,1,South East,2073.0,1647.0700000000002,4 years ago,28500000,Lalitpur,Bhaisepati,13,Blacktopped
8,8,3.5,2,West,2077.0,2738.0,2 weeks ago,44000000,Kathmandu,Ramkot,13,Concrete
7,4,3.5,2,South,2076.0,1540.12,4 years ago,22000000,Lalitpur,Imadol,13,Gravelled
5,5,2.5,2,North,,2738.0,8 months ago,75000000,Kathmandu,Budhanilkantha,13,Blacktopped
0,0,3.0,0,South East,,1882.37,4 years ago,25000000,Lalitpur,Bhaisepati,12,Gravelled
3,3,2.0,1,South West,,1882.37,4 years ago,25000000,Lalitpur,Harisiddhi,0,
7,3,,1,South West,,1197.87,10 months ago,29000000,Kathmandu,Gothatar,20,Soil Stabilized
2,1,1.0,0,North,,1454.55,4 years ago,7500000,Kathmandu,Kapan,12,Gravelled
0,0,,0,West,,1796.8,4 years ago,14000000,Bhaktapur,Bhaktapur,13,Gravelled
8,4,4.0,0,West,,1197.87,4 years ago,17000000,Kathmandu,Tokha,20,Gravelled
2,1,1.5,2,West,2076.0,941.18,4 years ago,11000000,Lalitpur,Tikathali,13,Gravelled
4,3,,0,West,,1155.09,4 years ago,22835000,Kathmandu,Balkhu,20,
7,0,2.0,0,North,,1112.31,4 years ago,17800000,Kathmandu,Budhanilkantha,15,Gravelled
7,5,,1,North,,1112.31,8 months ago,34000000,Kathmandu,Chamati,20,Blacktopped
0,0,,0,North,,1197.87,4 years ago,18500000,Kathmandu,Kapan,13,Gravelled
6,3,2.5,2,North,2076.0,1197.87,4 years ago,20000000,Lalitpur,Imadol,13,Gravelled
4,4,2.0,2,South West,,3657.79,1 year ago,73100000,Kathmandu,Sitapaila,18,Blacktopped
13,5,3.5,1,North West,2060.0,1369.0,2 months ago,44000000,Kathmandu,Baneshwor,12,Concrete
4,4,2.5,1,West,2077.0,1133.7,3 years ago,19000000,Lalitpur,Imadol,20,Gravelled
9,1,3.0,1,West,2076.0,2053.5,4 years ago,21500000,Bhaktapur,Bhaktapur,20,Gravelled
0,0,3.5,2,East,,1197.87,2 years ago,45000000,Kathmandu,Shantinagar,14,Blacktopped
4,4,2.5,1,East,2075.0,1369.0,4 years ago,24000000,Kathmandu,Sitapaila,13,Blacktopped
7,3,3.0,2,South,2078.0,1732.64,2 years ago,29500000,Kathmandu,Kapan,13,Gravelled
7,2,3.0,1,West,2079.0,1411.78,5 days ago,38000000,Kathmandu,Kadaghari,13,Gravelled
12,0,,0,North,,2139.05,4 years ago,33000000,Kathmandu,Kirtipur,12,Gravelled
2,4,3.0,1,North,2077.0,1283.43,3 years ago,21500000,Lalitpur,Mahalaxmi Nagarpalika,12,Gravelled
5,2,3.0,1,South,2067.0,2374.35,4 years ago,29500000,Kathmandu,Naikap,15,Blacktopped
5,3,2.0,3,South West,,1369.0,2 years ago,28500000,Kathmandu,Bafal,13,Gravelled
4,3,3.0,0,South,,1283.43,4 years ago,23500000,Lalitpur,Imadol,20,Gravelled
7,3,2.0,3,East,,1369.0,3 days ago,29500000,Lalitpur,Harisiddhi,13,Blacktopped
5,5,3.0,2,West,,2224.62,2 years ago,65000000,Kathmandu,Baluwatar,20,Paved
5,3,2.0,1,South East,2079.0,1112.31,2 weeks ago,25000000,Kathmandu,Bafal,14,Concrete
4,3,2.5,1,South,2076.0,1026.75,4 years ago,18000000,Lalitpur,Imadol,13,Gravelled
6,0,,0,North,,941.18,4 years ago,12500000,Kathmandu,Kadaghari,13,Gravelled
6,5,2.5,3,South East,,1711.25,1 week ago,46000000,Kathmandu,Budhanilkantha,20,Blacktopped
0,0,,0,East,,1283.43,4 years ago,29500000,Kathmandu,Kalimati,0,
5,3,2.0,9,North,2068.0,71188.0,2 weeks ago,260000000,Kathmandu,Tarkeshwor,20,Paved
6,4,3.0,1,East,2075.0,1540.12,5 months ago,35000000,Kathmandu,Kapan,13,Concrete
0,0,,0,North,,1454.55,4 years ago,11500000,Kathmandu,Kadaghari,12,Gravelled
6,5,2.5,1,East,,1369.0,4 years ago,21000000,Kathmandu,Sitapaila,14,Concrete
9,4,4.0,4,South,,4406.46,4 years ago,63000000,Kathmandu,Basbari,13,
4,5,3.0,0,North,2078.0,1411.78,2 months ago,46500000,Kathmandu,Budhanilkantha,16,Concrete
3,4,2.5,1,West,,855.62,4 years ago,17700000,Lalitpur,Dhapakhel,12,Blacktopped
5,4,2.5,1,West,2077.0,1112.31,3 years ago,18000000,Lalitpur,Imadol,20,Gravelled
4,3,2.5,1,North West,2076.0,1369.0,4 years ago,17000000,Kathmandu,Kalanki,10,Blacktopped
5,0,3.0,0,West,,1369.0,4 years ago,29000000,Kathmandu,Kadaghari,12,Blacktopped
3,3,2.5,2,West,2074.0,1197.87,2 months ago,34650000,Kathmandu,Sitapaila,20,Blacktopped
4,4,2.0,1,West,2076.0,1262.04,4 years ago,19500000,Lalitpur,Baghdol,20,Gravelled
4,3,3.0,2,North West,2066.0,1026.75,2 years ago,22500000,Kathmandu,Jorpati,14,Blacktopped
3,3,2.0,1,West,2068.0,2887.73,5 months ago,41000000,Kathmandu,Chandragiri,16,Paved
5,3,2.5,1,West,2076.0,855.62,4 years ago,15000000,Lalitpur,Imadol,13,Gravelled
4,4,4.0,1,West,2078.0,1540.12,2 months ago,47500000,Kathmandu,Budhanilkantha,20,Blacktopped
10,3,3.0,2,West,2066.0,4107.0,1 year ago,75000000,Kathmandu,Bafal,13,Blacktopped
5,4,2.5,2,North East,2075.0,1026.75,3 years ago,25000000,Kathmandu,Pepsicola,18,Gravelled
0,0,3.0,3,South,,1540.12,4 years ago,33000000,Kathmandu,Baneshwor,8,Gravelled
5,3,2.5,2,East,2076.0,1112.31,4 years ago,21500000,Lalitpur,Imadol,20,Blacktopped
4,4,3.0,1,South West,2068.0,1711.25,2 years ago,39000000,Kathmandu,Minbhawan,13,Blacktopped
5,4,3.5,1,South,,1155.09,1 month ago,39500000,Kathmandu,Gaushala,15,Blacktopped
6,4,2.5,3,East,2078.0,1711.25,1 month ago,46500000,Kathmandu,Budhanilkantha,13,Gravelled
5,6,2.5,2,East,2072.0,3379.71,3 years ago,80000000,Kathmandu,Chandol,20,Blacktopped
5,3,2.5,2,West,2071.0,1540.12,3 years ago,23500000,Kathmandu,Raniban,10,Blacktopped
5,2,2.5,1,West,2076.0,1197.87,4 years ago,18500000,Lalitpur,Imadol,13,Gravelled
5,3,2.5,1,East,2077.0,1026.75,3 years ago,22000000,Lalitpur,Imadol,13,Gravelled
7,5,2.5,2,North,2074.0,1411.78,2 months ago,41250000,Kathmandu,Sitapaila,20,Blacktopped
6,5,2.5,1,West,2080.0,1112.31,5 days ago,31500000,Kathmandu,Mandikatar,13,Concrete
7,2,2.5,1,South East,2077.0,1026.75,8 months ago,24000000,Kathmandu,Kapan,13,Blacktopped
6,4,3.0,3,North West,2078.0,1197.87,2 years ago,36000000,Kathmandu,Tarkeshwor,13,Paved
5,3,2.5,1,North West,2076.0,1369.0,4 years ago,22000000,Lalitpur,Imadol,10,Gravelled
4,3,3.0,1,East,2078.0,1026.75,2 years ago,21500000,Lalitpur,Imadol,13,Soil Stabilized
12,4,4.0,3,East,2062.0,2738.0,2 years ago,80000000,Kathmandu,Minbhawan,18,Concrete
10,7,4.0,2,North,2067.0,1882.37,1 year ago,55000000,Kathmandu,Dhumbarahi,13,Concrete
2,2,1.5,1,South East,2075.0,1112.31,3 years ago,10500000,Kathmandu,Gokarneshwor,12,Gravelled
6,5,3.0,20,North East,,20535.0,8 months ago,280000000,Kathmandu,Sanobharyang,20,Blacktopped
2,1,1.5,1,North East,2076.0,1411.78,4 years ago,15000000,Lalitpur,Tikathali,16,Blacktopped
4,4,2.5,2,East,2074.0,1369.0,2 months ago,38500000,Kathmandu,Sitapaila,20,Blacktopped
4,1,1.5,0,North East,,1796.81,4 years ago,12000000,Lalitpur,Imadol,4,Concrete
13,0,,0,West,,2139.05,4 years ago,26200000,Kathmandu,Budhanilkantha,13,Blacktopped
7,6,2.0,3,West,,1369.0,2 days ago,44500000,Lalitpur,Tikathali,23,Paved
