Bedroom,Bathroom,Floor,Parking,Property Face,Build Year,Area Covered,Build Up Area,Posted Date,Price,District,Location,Road Distance,Type of Road
4,3,3.0,2,North West,2048.0,0-12-0-0 Aana,2600 Aana,2 years ago,95000000,Lalitpur,Jawalakhel,26,Blacktopped
5,3,3.0,3,North East,2075.0,0-6-2-0 Aana,N/A Aana,2 years ago,36500000,Kathmandu,Hattigauda,13,Paved
6,5,3.0,2,East,2080.0,0-4-0-0 Aana,0000 Aana,3 months ago,33500000,Kathmandu,Kapan,14,Paved
4,3,,1,West,2075.0,0-3-1-0 Aana,N/A Sq. Feet,3 months ago,27500000,Kathmandu,Sitapaila,16,Blacktopped
4,4,3.0,1,East,2078.0,0-3-0-0 Aana,1700 Aana,2 years ago,21000000,Lalitpur,Imadol,13,Soil Stabilized
5,4,2.5,1,North East,2080.0,0-4-1-0 Aana,N/A Sq. Feet,3 months ago,58000000,Kathmandu,Thulo Bharyang,16,Concrete
7,5,3.0,1,South,2080.0,0-4-0-0 Aana,N/A Aana,2 months ago,41500000,Lalitpur,Imadol,13,Concrete
3,3,2.0,2,South West,2075.0,0-5-0-0 Aana,2300 Sq. Feet,2 years ago,24500000,Bhaktapur,Sirutar,13,Paved
0,0,,0,West,,0-4-0-0 Aana,N/A Sq. Feet,2 years ago,21500000,Bhaktapur,Balkot,13,
4,3,2.5,1,South West,2070.0,0-3-2-0 Sq. Feet,N/A Sq. Feet,3 months ago,28500000,Kathmandu,Swayambhu,13,Concrete
6,5,2.0,0,West,,0-8-2-0 Aana,2909.509 Sq. Feet,1 day ago,78500000,Kathmandu,Budhanilkantha,16,Blacktopped
5,3,2.5,1,South,2080.0,0-4-2-1.80 Aana,"1,980.28 Aana",2 months ago,39000000,Lalitpur,Sunakothi,20,Blacktopped
0,0,,0,East,,0-4-0-0 Aana,N/A Sq. Feet,3 years ago,14500000,Bhaktapur,Bhaktapur,10,
5,4,2.0,4,West,,0-8-0-1 Aana,2759.782 Sq. Feet,2 weeks ago,29000000,Lalitpur,Imadol,13,Paved
5,5,2.5,3,North,,0-6-0-0 Aana,2200 Aana,1 year ago,45000000,Lalitpur,Hattiban,16,Blacktopped
5,5,2.0,7,South East,,1-3-2-0 Aana,6673.895 Sq. Feet,1 day ago,152500000,Kathmandu,Naxal,18,Blacktopped
3,4,3.0,6,North,,0-5-2-2 Aana,1925.464 Sq. Feet,1 week ago,53000000,Bhaktapur,Balkot,24,Blacktopped
4,4,2.5,1,East,,0-3-0-0 Aana,1927 Sq. Feet,8 months ago,24500000,Lalitpur,Imadol,13,Soil Stabilized
2,1,1.0,1,West,2080.0,0-2-3-2 Aana,N/A Aana,1 week ago,16000000,Lalitpur,Tikathali,13,Paved
10,3,3.0,2,East,2077.0,0-3-3-0 Aana,2565.09 Aana,2 years ago,21000000,Bhaktapur,Changunarayan,10,Gravelled
6,4,2.5,1,West,2077.0,0-3-1-0 Aana,N/A Aana,2 months ago,27000000,Lalitpur,Imadol,13,Concrete
0,0,,0,West,,0-2-3-0 Aana,N/A Sq. Feet,2 years ago,16500000,Bhaktapur,Suryabinayak,16,
0,0,,0,North West,,0-4-2-0 Aana,N/A Sq. Feet,2 years ago,19000000,Bhaktapur,Bhaktapur,0,
4,3,2.5,2,North East,,0-4-0-0 Aana,1800 Sq. Feet,6 months ago,60000000,Kathmandu,Tahachal,20,Blacktopped
4,4,,4,South East,,0-9-0-0 Aana,2900 Sq. Feet,3 months ago,87500000,Lalitpur,Bhaisepati,16,
7,3,2.5,1,West,,0-4-2-0 Aana,N/A Sq. Feet,3 months ago,30000000,Kathmandu,Sitapaila,16,Blacktopped
4,4,3.0,2,East,2078.0,0-3-0-1 Aana,2250 Aana,2 years ago,24500000,Lalitpur,Imadol,13,Gravelled
5,4,,1,South,,0-3-0-3 Aana,2160 Sq. Feet,2 months ago,26500000,Lalitpur,Tikathali,11,
